id,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class,no,AttCat
1212,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,246,0.96,0.01,0,0,0,0,0.06,0.06,back,14,Dos
1213,1,tcp,smtp,SF,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,247,0.97,0.04,0,0,0,0,0.03,0,mailbomb,16,Dos
1214,0,tcp,private,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,60,1,0.02,1,1,0,1,1,0,0,nmap,18,Probe
1215,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,13,0,0,1,1,0.04,0.05,0,255,13,0.05,0.06,0,0,0,0,1,1,neptune,21,Dos
1216,0,udp,private,SF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0.18,0.29,0,255,3,0.01,0.57,0.47,0,0.01,0,0.49,0,normal,0,normal
1217,0,tcp,http,SF,287,1434,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,158,255,1,0,0.01,0.02,0,0,0,0,normal,21,normal
1218,300,tcp,other,SF,240,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,114,13,0.11,0.06,0.01,0,0,0,0.07,0.62,httptunnel,7,U2R
1219,4,tcp,pop_3,SF,30,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,218,0.85,0.02,0,0,0,0,0.03,0,guess_passwd,18,R2L
1220,0,tcp,finger,SF,6,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,193,11,0.06,0.03,0.01,0,0,0,0.01,0,normal,21,normal
1221,0,tcp,http,SF,220,273,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,3,13,1,0,0.33,0.23,0,0,0,0,normal,21,normal
1222,0,tcp,http,RSTR,54540,7300,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0.33,0.25,1,0,0.5,255,255,1,0,0,0,0.01,0.01,0.05,0.05,back,8,Dos
1223,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,9,0,0,1,1,0.04,0.07,0,255,9,0.04,0.07,0,0,0,0,1,1,neptune,21,Dos
1224,0,tcp,pop_3,RSTO,0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0.33,1,1,187,59,0.24,0.03,0.01,0.03,0,0,0.89,1,mscan,15,Probe
1225,0,icmp,ecr_i,SF,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,112,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,18,Dos
1226,0,udp,private,SF,55,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,507,0,0,0,0,1,0,0,255,255,1,0,0.83,0,0,0,0,0,normal,17,normal
1227,4,tcp,pop_3,SF,26,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,85,75,0.87,0.04,0.01,0.03,0,0,0.08,0,guess_passwd,7,R2L
1228,0,tcp,imap4,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0.33,0.67,1,159,64,0.25,0.02,0.01,0.03,0,0,0.85,1,mscan,15,Probe
1229,0,tcp,http,SF,292,6854,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,1,0,0.1,255,255,1,0,0,0,0,0,0,0,normal,21,normal
1230,5,tcp,pop_3,SF,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,237,0.93,0.02,0,0,0,0,0.03,0,guess_passwd,17,R2L
1231,0,tcp,http,SF,212,5008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,1,255,1,0,1,0.06,0,0,0,0,normal,21,normal
1232,0,tcp,uucp,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,6,0,0,1,1,0.05,0.08,0,255,6,0.02,0.06,0,0,0,0,1,1,neptune,20,Dos
1233,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,18,0.87,1,0.13,0,0.06,0.06,0,255,18,0.07,0.06,0,0,0.86,1,0.14,0,neptune,21,Dos
1234,0,tcp,http,SF,168,42663,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0.33,255,255,1,0,0,0,0,0,0,0,normal,21,normal
1235,0,tcp,http,SF,352,661,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,0,9,177,1,0,0.11,0.06,0,0,0,0,normal,21,normal
1236,0,tcp,ftp_data,SF,8737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,1,0,0,249,157,0.63,0.02,0.63,0,0,0,0,0,normal,20,normal
1237,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,15,0,0,1,1,0.14,0.06,0,255,15,0.06,0.06,0,0,0,0,1,1,neptune,21,Dos
1238,0,tcp,http,SF,254,17892,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,36,255,1,0,0.03,0.01,0,0,0,0,normal,21,normal
1239,936,tcp,http,RSTR,44224,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,29,0.17,0.17,0.83,0.83,1,0,0,255,255,1,0,0,0,0.03,0.03,0.67,0.67,apache2,17,Dos
1240,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,15,0.06,0.02,0,0,0,0,0.07,1,httptunnel,16,U2R
1241,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,0.99,0.99,0,0,0,0.98,1,portsweep,18,Probe
1242,1,tcp,smtp,SF,15827,1435,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,94,165,0.72,0.04,0.01,0.01,0,0,0.01,0.02,normal,21,normal
1243,0,udp,domain_u,SF,45,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,231,0,0,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,0,0,normal,18,normal
1244,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,1,0.17,0,0.83,1,0,1,0,255,1,0,0.91,0,0,0.15,0,0.85,1,satan,17,Probe
1245,0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,18,Dos
1246,0,tcp,csnet_ns,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,14,0,0,1,1,0.05,0.06,0,255,14,0.05,0.06,0,0,0,0,1,1,neptune,20,Dos
1247,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,9,0,0,1,1,0.07,0.06,0,255,9,0.04,0.06,0,0,0,0,1,1,neptune,21,Dos
1248,0,tcp,smtp,SF,741,332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,15,85,0.93,0.13,0.07,0.02,0,0,0,0,normal,21,normal
1249,0,tcp,pop_3,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0.5,0.33,1,1,255,27,0.11,0.02,0,0,0.03,0,0.33,1,mscan,15,Probe
1250,0,tcp,http,SF,304,3222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,226,0.89,0.02,0,0,0,0,0.03,0,normal,18,normal
1251,0,tcp,gopher,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,20,0,0,1,1,0.07,0.06,0,255,20,0.08,0.07,0,0,0,0,1,1,neptune,20,Dos
1252,0,tcp,http,SF,281,740,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,23,255,1,0,0.04,0.01,0,0,0,0,normal,21,normal
1253,0,tcp,ftp_data,SF,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,208,23,0.11,0.02,0.11,0,0,0,0,0,normal,21,normal
1254,0,tcp,http,SF,231,1460,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0,1,0,0,126,225,1,0,0.01,0.03,0,0,0,0,normal,21,normal
1255,0,tcp,http,SF,184,23999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,255,1,0,0.25,0.04,0,0,0,0,normal,21,normal
1256,0,tcp,other,SF,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,11,0.04,0.01,0,0,0,0,0.04,0.91,httptunnel,5,U2R
1257,0,tcp,http,SF,301,17081,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,21,0,0,0,0,1,0,0.1,40,255,1,0,0.03,0.01,0,0,0,0,normal,21,normal
1258,7408,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,222,0.87,0.02,0,0,0.33,0.38,0.12,0.06,processtable,18,Dos
1259,4,tcp,pop_3,SF,28,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,248,0.97,0.02,0,0,0,0,0,0,guess_passwd,18,R2L
1260,0,tcp,http,SF,232,384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,1,0,0,14,255,1,0,0.07,0.03,0,0,0,0,normal,21,normal
1261,0,udp,private,SF,52,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,255,1,0,0.83,0,0,0,0,0,normal,17,normal
1262,0,icmp,eco_i,SF,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,0,0,0,0,1,0,1,1,255,1,0,1,0.25,0,0,0,0,saint,15,Probe
1263,0,tcp,http,SF,336,2175,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0,0.4,3,195,1,0,0.33,0.04,0,0,0,0,normal,21,normal
1264,1,tcp,smtp,SF,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,6,0.02,0.16,0,0,0,0,0.96,0,mailbomb,12,Dos
1265,0,tcp,imap4,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,250,86,0.34,0.01,0,0.02,1,1,0,0,mscan,18,Probe
1266,0,tcp,hostnames,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,12,0,0,1,1,0.04,0.06,0,255,12,0.05,0.06,0,0,0,0,1,1,neptune,21,Dos
1267,0,tcp,http,SF,289,1661,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,0,0.5,132,255,1,0,0.01,0.02,0,0,0,0,normal,21,normal
1268,0,tcp,http,SF,236,1973,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0,1,0,0.06,34,255,1,0,0.03,0.03,0,0,0,0,normal,21,normal
1269,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,12,0,0,1,1,0.05,0.07,0,255,12,0.05,0.07,0,0,0,0,1,1,neptune,21,Dos
1270,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,18,0.22,0,0.78,1,0.06,0.06,0,255,18,0.07,0.07,0,0,0.18,0,0.82,1,neptune,21,Dos
1271,0,udp,private,SF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,snmpguess,16,R2L
1272,0,tcp,other,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,3,1,1,0,0,0.03,0.06,0,255,3,0.01,0.05,0,0,1,1,0,0,neptune,21,Dos
1273,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,1,0,0,1,1,0,0.06,0,255,1,0,0.06,0,0,0,0,1,1,neptune,21,Dos
1274,4,tcp,pop_3,SF,28,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,142,125,0.87,0.02,0.01,0.02,0,0,0.07,0,guess_passwd,9,R2L
1275,0,icmp,ecr_i,SF,1480,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0.67,1,19,1,0,1,0.53,0,0,0,0,pod,16,Dos
1276,0,tcp,http,SF,358,327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,1,0,0.22,14,249,1,0,0.07,0.06,0,0,0,0,normal,21,normal
1277,0,tcp,http,SF,316,299,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,1,0,0.17,245,255,1,0,0,0.02,0,0,0,0,normal,21,normal
1278,0,tcp,login,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,9,0,0,1,1,0.07,0.06,0,255,9,0.04,0.05,0,0,0,0,1,1,neptune,20,Dos
1279,0,tcp,http,SF,324,916,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,0,9,255,1,0,0.11,0.04,0,0,0,0,normal,21,normal
1280,0,icmp,ecr_i,SF,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,303,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,18,Dos
1281,0,tcp,http,SF,309,2033,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0,0.6,28,254,1,0,0.04,0.04,0,0,0,0,normal,21,normal
1282,0,tcp,echo,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,12,1,1,0,0,0.08,0.09,0,255,12,0.05,0.11,0,0,1,1,0,0,neptune,20,Dos
1283,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,15,0.37,0.87,0.63,0.13,0.14,0.07,0,255,15,0.06,0.06,0,0,0.16,0.87,0.84,0.13,neptune,21,Dos
1284,0,tcp,http,SF,320,555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,0,112,255,1,0,0.01,0.02,0,0,0,0,normal,21,normal
1285,5,tcp,pop_3,SF,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,15,16,1,0,0.07,0.12,0,0,0,0,guess_passwd,7,R2L
1286,282,tcp,ftp,SF,158,597,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,255,72,0.28,0.03,0,0,0.05,0,0.02,0,warezmaster,12,R2L
1287,0,tcp,other,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,1,0.17,1,0.82,0,0,1,0,255,1,0,0.91,0,0,0.14,1,0.86,0,satan,19,Probe
1288,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,8,0,0,1,1,0.04,0.07,0,255,8,0.03,0.08,0,0,0,0,1,1,neptune,21,Dos
1289,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,6,1,1,0,0,0.05,0.07,0,255,6,0.02,0.07,0,0,1,1,0,0,neptune,21,Dos
1290,2,tcp,pop_3,RSTO,0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0,1,1,0.5,1,1,125,59,0.26,0.04,0.01,0.03,0.02,0.02,0.9,0.98,mscan,13,Probe
1291,7534,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,174,0.68,0.3,0,0,0.5,0.73,0.29,0.01,processtable,18,Dos
1292,0,tcp,http,SF,218,765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,1,0,0.33,104,255,1,0,0.01,0.01,0,0,0,0,normal,21,normal
1293,0,tcp,finger,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,9,1,1,0,0,0.25,0.11,0,255,57,0.22,0.02,0.02,0,0.98,0.98,0,0,neptune,18,Dos
1294,0,tcp,ftp_data,SF,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,21,1,0,1,0.19,0,0,0,0,warezmaster,15,R2L
1295,0,tcp,sunrpc,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0.5,1,0.5,1,1,191,48,0.18,0.03,0.01,0.04,0.01,0,0.88,1,mscan,14,Probe
1296,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,0,0,1,1,0.05,0.08,0,255,5,0.02,0.07,0,0,0,0,1,1,neptune,21,Dos
1297,7232,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,250,0.98,0.02,0,0,0.27,0.28,0.01,0,processtable,14,Dos
1298,0,udp,private,SF,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,140,139,0.99,0.01,0.01,0,0,0,0,0,snmpgetattack,1,R2L
1299,0,tcp,pop_3,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,1,0.33,1,1,143,64,0.25,0.02,0.01,0.03,0,0,0.84,1,mscan,15,Probe
1300,0,udp,other,SF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,1,0,0,0,0,0,1,0,255,1,0,1,1,0,0,0,0,0,satan,17,Probe
1301,0,tcp,imap4,RSTO,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,1,0.5,1,1,255,36,0.14,0.03,0,0,0,0,0.5,0.97,mscan,13,Probe
1302,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0.5,1,0,255,1,0,0.43,0.09,0,0,0,0.1,1,portsweep,20,Probe
1303,0,udp,private,SF,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,253,0.99,0.01,0.01,0,0,0,0,0,snmpguess,14,R2L
1304,0,udp,domain_u,SF,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,normal,18,normal
1305,0,tcp,http,SF,218,3376,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal,21,normal
1306,0,tcp,http,SF,310,9685,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,103,255,1,0,0.01,0.03,0.01,0,0,0,normal,21,normal
1307,0,udp,domain_u,SF,45,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,148,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,normal,18,normal
1308,0,tcp,http,SF,217,7129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,1,0,0.14,7,255,1,0,0.14,0.09,0.14,0,0,0,normal,21,normal
1309,0,tcp,smtp,SF,18290,336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,219,165,0.7,0.03,0,0.01,0,0,0,0,normal,21,normal
1310,898,tcp,http,RSTR,61504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,33,0.15,0.15,0.85,0.85,1,0,0,255,255,1,0,0,0,0.02,0.02,0.64,0.64,apache2,18,Dos
1311,0,tcp,http,SF,330,3804,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,255,1,0,1,0.03,0,0,0,0,normal,21,normal
1312,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,6,0,0,1,1,0.06,0.06,0,255,6,0.02,0.05,0,0,0,0,1,1,neptune,21,Dos
1313,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,1,0.1,0,0.9,1,0.01,1,0,255,1,0,0.63,0,0,0.07,0,0.55,1,saint,21,Probe
1314,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,247,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,20,Dos
1315,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,15,1,1,0,0,0.08,0.09,0,255,15,0.06,0.08,0,0,1,1,0,0,neptune,21,Dos
1316,798,tcp,http,RSTR,56504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,69,69,0.03,0.03,0.97,0.97,1,0,0,255,253,0.99,0.01,0,0,0.01,0.01,0.39,0.4,apache2,15,Dos
1317,0,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.5,0.5,0,255,253,0.99,0.01,0,0,0,0,0,0,normal,20,normal
1318,30,tcp,telnet,SF,162,32572,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,72,0.33,0.67,0.33,0.03,0,0,0,0.46,normal,20,normal
1319,0,tcp,ftp_data,SF,4753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,0,31,19,0.61,0.1,0.61,0,0,0,0,0,normal,21,normal
1320,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,8,0,0,1,1,0.03,0.07,0,255,8,0.03,0.06,0,0,0,0,1,1,neptune,21,Dos
1321,0,udp,private,SF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,1,0,0,0,0,0.01,0.64,0,255,1,0,0.86,1,0,0,0,0,0,satan,17,Probe
1322,0,udp,other,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2,0,0,0,0,0.03,0.74,0,255,2,0.01,0.74,1,0,0,0,0,0,normal,9,normal
1323,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,1,0.06,0,0.94,1,0,1,0,255,1,0,1,0,0,0,0,1,1,satan,20,Probe
1324,0,tcp,http,SF,247,1733,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0.75,255,186,0.73,0.03,0,0,0,0,0,0,normal,21,normal
1325,0,tcp,telnet,S3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,167,0.65,0.32,0,0,0.5,0.76,0.32,0.01,processtable,18,Dos
1326,0,tcp,imap4,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,4,0,0,1,1,0.02,0.07,0,255,4,0.02,0.07,0,0,0,0,1,1,neptune,18,Dos
1327,0,tcp,login,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,19,0,0,1,1,0.18,0.08,0,255,19,0.07,0.06,0,0,0,0,1,1,neptune,18,Dos
1328,0,udp,private,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,19,0,0,0,0,0.15,0.58,0,255,20,0.08,0.76,1,0,0,0,0,0,normal,4,normal
1329,0,tcp,http,SF,223,1512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal,21,normal
1330,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,19,0,0,1,1,0.09,0.07,0,255,19,0.07,0.07,0,0,0,0,1,1,neptune,21,Dos
1331,0,tcp,http,SF,35,255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0.93,0.93,1,0,0,255,255,1,0,0,0,0,0,0.05,0.05,apache2,2,Dos
1332,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,19,0,0,1,1,0.07,0.06,0,255,19,0.07,0.05,0,0,0,0,1,1,neptune,21,Dos
1333,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,76,1,0.01,0.04,0.01,0,0,0,0.01,1,httptunnel,12,U2R
1334,0,tcp,daytime,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,3,0,0,1,1,0.01,0.06,0,255,3,0.01,0.07,0,0,0,0,1,1,neptune,19,Dos
1335,0,tcp,http,SF,298,182,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,31,0,0,0,0,1,0,0.06,20,255,1,0,0.05,0.03,0,0,0,0,normal,21,normal
1336,1,tcp,ftp_data,SF,39282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,11,0.04,0.02,0.04,0,0,0,0,0,normal,20,normal
1337,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,3,0,0,1,1,0.01,0.06,0,255,3,0.01,0.06,0,0,0,0,1,1,neptune,21,Dos
1338,0,tcp,http,SF,245,1277,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,41,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal,21,normal
1339,0,tcp,http,SF,292,304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,16,0,0,0,0,1,0,0.12,255,255,1,0,0,0,0,0,0,0,normal,21,normal
