,id,duration,service,flag,src_bytes,dst_bytes,wrong_fragment,logged_in,num_compromised,num_root,count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,role,AttCat,attType
9551,38820,0,other,REJ,0,0,0,0,0,0,381,0.09,0.0,0.9,1.0,0.0,255,1,0.0,1.0,0.11,0.0,0.89,1.0,superuser,Probe,satan
9554,38831,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,3,139,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
9561,38845,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,29,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
9567,38872,26251,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.73,0.0,0.0,1.0,1.0,technician,Probe,portsweep
9574,38896,0,other,REJ,0,0,0,0,0,0,495,0.07,0.0,0.93,1.0,0.0,255,1,0.0,1.0,0.04,0.0,0.96,1.0,admin,Probe,satan
9585,38970,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.49,0.0,0.0,0.48,1.0,technician,Probe,portsweep
9595,38994,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.99,0.0,0.0,0.98,1.0,technician,Probe,portsweep
9597,38999,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,133,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
9599,39006,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,46,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
9602,39026,0,private,REJ,0,0,0,0,0,0,83,0.01,0.0,0.93,1.0,0.01,255,1,0.0,0.35,0.0,0.0,0.31,1.0,superuser,Probe,satan
9604,39038,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,95,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
9612,39059,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,137,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
9620,39086,0,private,SF,1,0,0,0,0,0,3,0.0,0.0,0.0,0.0,1.0,255,3,0.01,0.51,0.0,0.0,0.37,0.0,admin,Probe,satan
9621,39087,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4,168,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
9625,39117,0,other,REJ,0,0,0,0,0,0,509,0.09,0.0,0.91,1.0,0.0,255,1,0.0,1.0,0.08,0.0,0.92,1.0,admin,Probe,satan
9626,39118,0,private,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,53,2,0.02,1.0,0.0,0.0,0.91,1.0,admin,Probe,ipsweep
9628,39137,0,domain,SF,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,34,2,0.03,1.0,0.0,0.0,0.91,0.0,admin,Probe,ipsweep
9633,39161,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.79,0.0,0.0,1.0,1.0,superuser,Probe,portsweep
9639,39175,0,other,SF,1,0,0,0,0,0,3,0.0,0.0,0.0,0.0,1.0,255,3,0.01,0.2,0.0,0.0,0.0,0.0,superuser,Probe,satan
9641,39180,0,private,SF,1,0,0,0,0,0,24,0.0,0.0,0.0,0.0,0.38,255,16,0.06,0.81,0.03,0.0,0.76,0.0,admin,Probe,satan
9647,39209,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,78,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
9650,39229,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,3,61,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
9658,39255,0,private,SF,1,0,0,0,0,0,8,0.0,0.0,0.0,0.0,1.0,255,208,0.82,0.03,0.0,0.0,0.0,0.0,superuser,Probe,satan
9666,39280,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,61,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
9667,39283,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,44,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
9671,39293,1,private,RSTOS0,0,0,0,0,0,0,115,0.74,0.67,0.26,0.33,0.03,255,3,0.01,0.16,0.33,0.67,0.12,0.33,technician,Probe,portsweep
9678,39309,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,20,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
9679,39315,0,private,REJ,0,0,0,0,0,0,59,0.02,0.0,0.92,1.0,0.02,255,1,0.0,0.26,0.0,0.0,0.22,1.0,admin,Probe,satan
9687,39347,0,private,REJ,0,0,0,0,0,0,99,0.07,0.0,0.93,1.0,0.01,255,1,0.0,0.65,0.03,0.0,0.37,1.0,admin,Probe,satan
9695,39388,0,private,SF,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.17,255,28,0.11,0.25,0.0,0.0,0.23,0.0,superuser,Probe,satan
9701,39409,38088,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.5,0.0,0.0,1.0,1.0,technician,Probe,portsweep
9707,39448,0,other,REJ,0,0,0,0,0,0,510,0.2,0.0,0.8,1.0,0.0,255,1,0.0,1.0,0.19,0.0,0.81,1.0,technician,Probe,satan
9719,39533,0,other,REJ,0,0,0,0,0,0,509,0.19,0.0,0.81,1.0,0.0,255,1,0.0,1.0,0.23,0.0,0.77,1.0,admin,Probe,satan
9724,39546,38798,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.51,0.0,0.0,1.0,1.0,admin,Probe,portsweep
9726,39560,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,69,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
9728,39581,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,61,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
9731,39584,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,129,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
9741,39626,0,private,SF,1,0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.14,255,2,0.01,0.47,0.03,0.0,0.36,0.0,superuser,Probe,satan
9748,39656,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,14,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
9751,39671,3,private,RSTR,0,0,0,0,0,0,321,0.0,0.0,1.0,1.0,0.01,255,2,0.01,0.52,0.0,0.0,1.0,1.0,admin,Probe,portsweep
9752,39678,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,52,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
9757,39692,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,96,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
9758,39694,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,255,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
9762,39712,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,43,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
9778,39763,0,private,REJ,0,0,0,0,0,0,2,0.0,0.0,1.0,1.0,0.5,255,1,0.0,0.47,0.12,0.0,0.42,1.0,technician,Probe,portsweep
9781,39784,0,private,SF,1,0,0,0,0,0,166,0.0,0.0,0.0,0.0,0.88,255,177,0.69,0.04,0.0,0.0,0.0,0.0,admin,Probe,satan
9784,39792,0,private,REJ,0,0,0,0,0,0,326,0.03,0.0,0.95,1.0,0.0,255,1,0.0,1.0,0.04,0.0,0.96,1.0,superuser,Probe,satan
9796,39831,0,other,REJ,0,0,0,0,0,0,441,0.08,0.0,0.92,1.0,0.0,255,1,0.0,1.0,0.06,0.0,0.94,1.0,admin,Probe,satan
9797,39839,0,private,SF,1,0,0,0,0,0,26,0.0,0.0,0.0,0.0,0.08,255,2,0.01,0.47,0.03,0.0,0.38,0.0,technician,Probe,satan
9803,39861,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,158,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
9806,39878,0,private,SF,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,255,1,0.0,0.44,0.16,0.0,0.24,0.0,superuser,Probe,satan
9810,39888,0,private,SF,1,0,0,0,0,0,19,0.0,0.0,0.0,0.0,0.89,255,20,0.08,0.22,0.0,0.0,0.0,0.0,admin,Probe,satan
9818,39905,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,183,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
9825,39916,0,other,REJ,0,0,0,0,0,0,452,0.08,0.0,0.9,1.0,0.0,255,1,0.0,1.0,0.08,0.0,0.91,1.0,admin,Probe,satan
9832,39933,0,private,SF,1,0,0,0,0,0,19,0.0,0.0,0.0,0.0,0.11,255,2,0.01,0.49,0.03,0.0,0.4,0.0,superuser,Probe,satan
9834,39936,0,other,REJ,0,0,0,0,0,0,511,0.23,0.0,0.77,1.0,0.0,255,1,0.0,1.0,0.18,0.0,0.82,1.0,technician,Probe,satan
9839,39965,0,private,SF,1,4,0,0,0,0,29,0.0,0.0,0.0,0.0,0.41,255,12,0.05,0.7,0.16,0.0,0.52,0.0,superuser,Probe,satan
9850,39995,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,255,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
9862,40041,0,other,REJ,0,0,0,0,0,0,511,0.18,0.0,0.82,1.0,0.0,255,1,0.0,1.0,0.09,0.0,0.91,1.0,superuser,Probe,satan
9876,40102,0,other,REJ,0,0,0,0,0,0,510,0.25,0.0,0.75,1.0,0.0,255,1,0.0,1.0,0.25,0.0,0.75,1.0,technician,Probe,satan
9877,40112,13348,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.68,0.0,0.0,1.0,1.0,admin,Probe,portsweep
9881,40129,0,link,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.35,0.0,0.0,0.34,1.0,admin,Probe,portsweep
9892,40175,0,eco_i,SF,20,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,212,3,0.01,0.76,0.03,0.0,0.62,0.0,admin,Probe,satan
9897,40198,0,private,SF,1,0,0,0,0,0,3,0.0,0.0,0.0,0.0,1.0,255,3,0.01,0.76,0.03,0.0,0.71,0.0,superuser,Probe,satan
9908,40240,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,14,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
9916,40268,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,183,1,0.01,0.46,0.0,0.0,0.46,1.0,technician,Probe,portsweep
9917,40272,0,private,SF,1,0,0,0,0,0,75,0.0,0.0,0.0,0.0,0.64,255,112,0.44,0.05,0.0,0.0,0.0,0.0,superuser,Probe,satan
9927,40318,25970,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.69,0.0,0.0,1.0,1.0,superuser,Probe,portsweep
9929,40331,0,private,SF,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0,1.0,255,6,0.02,0.35,0.02,0.0,0.15,0.0,technician,Probe,satan
9936,40347,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,42,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
9944,40374,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,41,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
9949,40406,0,private,SF,207,0,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,42,34,0.81,0.05,0.0,0.0,0.0,0.0,superuser,Probe,nmap
9955,40426,0,private,SF,1,74,0,0,0,0,27,0.0,0.0,0.0,0.0,0.22,255,6,0.02,0.78,0.16,0.0,0.61,0.0,admin,Probe,satan
9956,40428,0,private,REJ,0,0,0,0,0,0,192,0.0,0.0,1.0,1.0,0.01,255,1,0.0,0.4,0.0,0.0,0.95,1.0,admin,Probe,portsweep
9961,40457,0,eco_i,SF,20,0,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,87,3,0.03,0.06,0.0,0.0,0.0,0.0,superuser,Probe,satan
9966,40476,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,148,1,0.01,0.68,0.04,0.0,0.64,1.0,technician,Probe,portsweep
9968,40479,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,18,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
9970,40495,0,private,REJ,0,0,0,0,0,0,2,0.0,0.0,1.0,1.0,0.5,255,1,0.0,0.68,0.0,0.0,0.66,1.0,admin,Probe,portsweep
9971,40497,14642,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.67,0.0,0.0,1.0,1.0,superuser,Probe,portsweep
9975,40502,0,gopher,S0,0,0,0,0,0,0,82,0.78,1.0,0.22,0.0,0.01,255,1,0.0,0.12,0.25,1.0,0.07,0.0,admin,Probe,portsweep
9978,40518,0,private,SF,100,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,35,5,0.14,0.06,0.0,0.0,0.0,0.0,superuser,Probe,nmap
9981,40525,0,other,REJ,0,0,0,0,0,0,510,0.12,0.0,0.88,1.0,0.0,255,1,0.0,1.0,0.2,0.0,0.8,1.0,admin,Probe,satan
9983,40539,0,private,SF,1,0,0,0,0,0,23,0.0,0.0,0.0,0.0,0.91,255,21,0.08,0.73,0.08,0.0,0.61,0.0,admin,Probe,satan
9987,40551,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,130,1,0.01,0.25,0.0,0.0,0.24,1.0,superuser,Probe,portsweep
9990,40558,0,private,SF,1,0,0,0,0,0,24,0.0,0.0,0.0,0.0,0.33,255,8,0.03,0.28,0.0,0.0,0.08,0.0,superuser,Probe,satan
9991,40562,0,private,SF,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.33,255,2,0.01,0.87,0.03,0.0,0.83,0.0,superuser,Probe,satan
9993,40577,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,2,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
9998,40600,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.72,0.0,0.0,0.71,1.0,superuser,Probe,portsweep
9999,40602,0,other,REJ,0,0,0,0,0,0,484,0.07,0.0,0.92,1.0,0.0,255,1,0.0,1.0,0.04,0.0,0.96,1.0,superuser,Probe,satan
10002,40612,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,137,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
10005,40622,14098,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.68,0.0,0.0,1.0,1.0,technician,Probe,portsweep
10010,40637,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,42,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
10020,40683,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,71,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
10025,40700,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,73,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
10040,40755,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,102,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
10044,40767,0,other,REJ,0,0,0,0,0,0,511,0.1,0.0,0.87,1.0,0.0,255,1,0.0,1.0,0.09,0.0,0.85,1.0,admin,Probe,satan
10066,40880,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,142,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
10067,40882,0,private,SF,1,0,0,0,0,0,32,0.0,0.0,0.0,0.0,0.41,255,13,0.05,0.27,0.0,0.0,0.0,0.0,superuser,Probe,satan
10068,40892,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,62,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
10074,40916,0,private,REJ,0,0,0,0,0,0,89,0.01,0.0,0.92,1.0,0.01,214,1,0.0,0.45,0.0,0.0,0.4,1.0,superuser,Probe,satan
10075,40919,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,129,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
10084,40974,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,224,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
10093,41026,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,52,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
10112,41111,0,private,REJ,0,0,0,0,0,0,2,0.0,0.0,1.0,1.0,0.5,255,1,0.0,0.39,0.2,0.0,0.34,1.0,technician,Probe,portsweep
10115,41120,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,182,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
10124,41142,0,private,REJ,0,0,0,0,0,0,24,0.0,0.0,1.0,1.0,0.04,194,1,0.01,0.08,0.01,0.0,0.38,1.0,technician,Probe,portsweep
10126,41148,0,private,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,49,2,0.02,1.0,0.0,0.0,0.96,1.0,admin,Probe,ipsweep
10133,41168,0,ftp_data,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,1,77,1.0,0.0,0.0,0.0,1.0,0.03,superuser,Probe,ipsweep
10134,41172,17045,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.71,0.0,0.0,1.0,1.0,technician,Probe,portsweep
10135,41178,1,private,RSTOS0,0,0,0,0,0,0,127,0.73,0.67,0.27,0.33,0.02,255,3,0.01,0.18,0.36,0.67,0.13,0.33,technician,Probe,portsweep
10137,41186,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,89,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
10141,41200,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,55,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
10148,41234,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.27,0.0,0.0,0.53,1.0,admin,Probe,portsweep
10150,41248,0,private,REJ,0,0,0,0,0,0,73,0.0,0.0,0.93,1.0,0.01,198,1,0.01,0.42,0.0,0.0,0.36,1.0,technician,Probe,satan
10153,41256,5390,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.74,0.0,0.0,1.0,1.0,admin,Probe,portsweep
10155,41261,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,216,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
10165,41312,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,212,1,0.0,0.23,0.0,0.0,0.22,1.0,technician,Probe,portsweep
10172,41357,0,private,SF,1,0,0,0,0,0,9,0.0,0.0,0.0,0.0,0.11,255,1,0.0,0.71,0.0,0.0,0.62,0.0,superuser,Probe,satan
10177,41369,0,private,REJ,0,0,0,0,0,0,13,0.0,0.0,0.92,1.0,0.08,131,1,0.01,0.21,0.0,0.0,0.11,1.0,technician,Probe,satan
10179,41379,0,private,REJ,0,0,0,0,0,0,192,0.02,0.0,0.95,1.0,0.01,255,1,0.0,0.78,0.01,0.0,0.73,1.0,admin,Probe,satan
10184,41403,0,private,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,36,1,0.03,1.0,0.0,0.0,0.94,1.0,admin,Probe,ipsweep
10186,41408,0,private,SF,100,0,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,128,18,0.14,0.02,0.0,0.0,0.0,0.0,superuser,Probe,nmap
10196,41439,1,private,RSTOS0,0,0,0,0,0,0,97,0.75,0.5,0.25,0.5,0.02,255,2,0.01,0.14,0.29,0.5,0.09,0.5,technician,Probe,portsweep
10211,41537,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,161,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
10214,41551,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,103,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
10227,41595,0,supdup,SH,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,1.0,215,1,0.0,0.95,0.96,1.0,0.0,0.0,superuser,Probe,nmap
10230,41599,0,other,REJ,0,0,0,0,0,0,416,0.06,0.0,0.9,1.0,0.0,255,1,0.0,1.0,0.08,0.0,0.91,1.0,superuser,Probe,satan
10242,41631,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,177,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
10243,41633,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,114,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
10254,41676,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,85,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
10255,41683,6,http,SF,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,1.0,61,2,0.02,1.0,0.0,0.0,0.89,0.5,technician,Probe,ipsweep
10258,41693,0,other,REJ,0,0,0,0,0,0,511,0.12,0.0,0.86,1.0,0.0,255,1,0.0,1.0,0.15,0.0,0.85,1.0,superuser,Probe,satan
10265,41719,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,195,1,0.01,0.16,0.0,0.0,0.15,1.0,superuser,Probe,portsweep
10275,41767,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,145,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
10276,41780,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,13,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
10279,41795,0,private,SF,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.33,255,2,0.01,0.72,0.02,0.0,0.62,0.0,admin,Probe,satan
10285,41808,18038,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.73,0.0,0.0,1.0,1.0,admin,Probe,portsweep
10292,41838,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,122,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
10296,41850,0,private,REJ,0,0,0,0,0,0,400,0.06,0.0,0.93,1.0,0.0,255,1,0.0,1.0,0.09,0.0,0.91,1.0,admin,Probe,satan
10314,41915,0,private,RSTR,0,0,0,0,0,0,2,0.0,0.0,0.5,1.0,0.5,232,1,0.0,0.3,0.0,0.0,0.28,1.0,superuser,Probe,portsweep
10317,41922,0,name,REJ,0,0,0,0,0,0,71,0.0,0.0,1.0,1.0,0.01,241,1,0.0,0.17,0.01,0.0,0.5,1.0,technician,Probe,portsweep
10318,41924,4601,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.74,0.0,0.0,1.0,1.0,admin,Probe,portsweep
10325,41953,0,private,REJ,0,0,0,0,0,0,244,0.09,0.0,0.86,1.0,0.0,255,1,0.0,0.96,0.08,0.0,0.83,1.0,admin,Probe,satan
10329,41966,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,93,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
10330,41974,0,other,REJ,0,0,0,0,0,0,444,0.08,0.0,0.92,1.0,0.0,255,1,0.0,1.0,0.06,0.0,0.94,1.0,superuser,Probe,satan
10333,41983,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,238,1,0.0,0.32,0.0,0.0,0.3,1.0,superuser,Probe,portsweep
10338,41994,0,other,REJ,0,0,0,0,0,0,511,0.21,0.0,0.79,1.0,0.0,255,1,0.0,1.0,0.2,0.0,0.8,1.0,superuser,Probe,satan
10346,42043,0,private,SF,207,0,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,200,168,0.84,0.01,0.0,0.0,0.0,0.0,admin,Probe,nmap
10351,42075,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,41,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
10355,42086,13898,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.68,0.0,0.0,1.0,1.0,superuser,Probe,portsweep
10359,42094,0,other,REJ,0,0,0,0,0,0,511,0.25,0.0,0.75,1.0,0.0,255,1,0.0,1.0,0.19,0.0,0.81,1.0,admin,Probe,satan
10363,42111,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,77,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
10369,42125,0,netstat,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,149,1,0.01,0.12,0.0,0.0,0.19,1.0,superuser,Probe,portsweep
10374,42152,0,other,REJ,0,0,0,0,0,0,510,0.24,0.0,0.76,1.0,0.0,255,1,0.0,1.0,0.25,0.0,0.75,1.0,technician,Probe,satan
10376,42155,0,private,SF,1,4,0,0,0,0,24,0.0,0.0,0.0,0.0,0.29,255,7,0.03,0.72,0.16,0.0,0.54,0.0,superuser,Probe,satan
