id1,AttCat,class,dst_bytes,dst_host_count,dst_host_srv_count,flag,id,is_guest_login,is_host_login,logged_in,num_access_files,num_compromised,num_root,protocol_type,rerror_rate,role,root_shell,serror_rate,service,src_bytes,srv_count,su_attempted
25738,Dos,neptune,0.0,255.0,18.0,S0,25738.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,http_443,0.0,18.0,0.0
25740,Dos,neptune,0.0,255.0,13.0,S0,25740.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,uucp,0.0,8.0,0.0
25752,Dos,neptune,0.0,255.0,23.0,S0,25752.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,gopher,0.0,23.0,0.0
25755,Probe,ipsweep,0.0,1.0,249.0,SF,25755.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,superuser,0.0,0.0,eco_i,18.0,1.0,0.0
25758,Dos,neptune,0.0,47.0,9.0,S0,25758.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,telnet,0.0,5.0,0.0
25761,Dos,neptune,0.0,255.0,19.0,S0,25761.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,uucp_path,0.0,19.0,0.0
25769,Dos,neptune,0.0,255.0,19.0,S0,25769.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,login,0.0,19.0,0.0
25778,Dos,teardrop,0.0,255.0,62.0,SF,25778.0,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,superuser,0.0,0.0,private,28.0,62.0,0.0
25780,Dos,neptune,0.0,255.0,23.0,S0,25780.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,bgp,0.0,23.0,0.0
25784,Dos,neptune,0.0,255.0,14.0,S0,25784.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,time,0.0,14.0,0.0
25787,Dos,neptune,0.0,255.0,1.0,S0,25787.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,http,0.0,1.0,0.0
25790,Dos,neptune,0.0,255.0,56.0,S0,25790.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,http,0.0,20.0,0.0
25791,Dos,neptune,0.0,255.0,16.0,S0,25791.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,mtp,0.0,9.0,0.0
25796,Dos,neptune,0.0,255.0,12.0,S0,25796.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,csnet_ns,0.0,12.0,0.0
25800,Dos,neptune,0.0,255.0,18.0,S0,25800.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,telnet,0.0,18.0,0.0
25802,Dos,neptune,0.0,255.0,5.0,S0,25802.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,domain,0.0,5.0,0.0
25806,Dos,neptune,0.0,255.0,20.0,S0,25806.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,private,0.0,20.0,0.0
25810,Dos,neptune,0.0,255.0,14.0,S0,25810.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,private,0.0,4.0,0.0
25814,Dos,neptune,0.0,255.0,10.0,S0,25814.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,ftp,0.0,9.0,0.0
25815,Dos,neptune,0.0,255.0,13.0,S0,25815.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,csnet_ns,0.0,13.0,0.0
25818,Dos,smurf,0.0,255.0,255.0,SF,25818.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,superuser,0.0,0.0,ecr_i,520.0,382.0,0.0
25819,Dos,neptune,0.0,255.0,20.0,S0,25819.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,link,0.0,20.0,0.0
25820,Dos,neptune,0.0,255.0,2.0,REJ,25820.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,technician,0.0,0.0,klogin,0.0,2.0,0.0
25823,Probe,portsweep,0.0,255.0,1.0,RSTR,25823.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,technician,0.0,0.0,private,0.0,1.0,0.0
25836,Dos,neptune,0.0,255.0,5.0,S0,25836.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,imap4,0.0,5.0,0.0
25851,Probe,portsweep,0.0,255.0,2.0,RSTR,25851.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,superuser,0.0,0.0,other,1.0,2.0,0.0
25857,Dos,teardrop,0.0,239.0,26.0,SF,25857.0,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,admin,0.0,0.0,private,28.0,26.0,0.0
25871,Dos,neptune,0.0,255.0,1.0,S0,25871.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,private,0.0,12.0,0.0
25884,Dos,neptune,0.0,255.0,10.0,S0,25884.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,klogin,0.0,10.0,0.0
25885,Probe,satan,0.0,255.0,3.0,SF,25885.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,superuser,0.0,0.0,eco_i,20.0,1.0,0.0
25886,Dos,neptune,0.0,255.0,9.0,S0,25886.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,private,0.0,8.0,0.0
25888,Dos,teardrop,0.0,255.0,53.0,SF,25888.0,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,technician,0.0,0.0,private,28.0,53.0,0.0
25894,Dos,neptune,0.0,255.0,2.0,REJ,25894.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,technician,0.0,0.0,domain,0.0,2.0,0.0
25895,Dos,neptune,0.0,255.0,24.0,S0,25895.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,bgp,0.0,24.0,0.0
25902,Dos,smurf,0.0,255.0,236.0,SF,25902.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,admin,0.0,0.0,ecr_i,1032.0,511.0,0.0
25909,Dos,neptune,0.0,255.0,2.0,S0,25909.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,private,0.0,2.0,0.0
25910,R2L,warezclient,2451.0,255.0,53.0,SF,25910.0,1.0,0.0,1.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,0.0,ftp,1241.0,1.0,0.0
25912,Dos,smurf,0.0,255.0,113.0,SF,25912.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,technician,0.0,0.0,ecr_i,1032.0,511.0,0.0
25917,Probe,ipsweep,133.0,2.0,2.0,RSTO,25917.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,admin,0.0,0.0,ftp,0.0,1.0,0.0
25930,Probe,ipsweep,0.0,1.0,65.0,SF,25930.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,admin,0.0,0.0,eco_i,8.0,22.0,0.0
25932,Dos,neptune,0.0,255.0,17.0,S0,25932.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,Z39_50,0.0,17.0,0.0
25940,R2L,warezclient,0.0,10.0,18.0,SF,25940.0,0.0,0.0,1.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,0.0,ftp_data,334.0,1.0,0.0
25946,Dos,neptune,0.0,255.0,15.0,REJ,25946.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,superuser,0.0,0.0,private,0.0,15.0,0.0
25954,Dos,neptune,0.0,255.0,14.0,S0,25954.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,private,0.0,17.0,0.0
25955,Dos,neptune,0.0,255.0,6.0,S0,25955.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,private,0.0,10.0,0.0
25958,Dos,neptune,0.0,255.0,9.0,S0,25958.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,whois,0.0,9.0,0.0
25959,R2L,warezclient,0.0,1.0,7.0,SF,25959.0,0.0,0.0,1.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,0.0,ftp_data,334.0,1.0,0.0
25965,Probe,ipsweep,0.0,1.0,31.0,SF,25965.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,admin,0.0,0.0,eco_i,8.0,7.0,0.0
25976,Dos,neptune,0.0,255.0,15.0,S0,25976.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,private,0.0,15.0,0.0
25977,Probe,portsweep,0.0,255.0,2.0,RSTR,25977.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,admin,0.0,0.0,private,0.0,2.0,0.0
25981,Probe,portsweep,0.0,255.0,2.0,RSTR,25981.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,admin,0.0,0.0,private,1.0,2.0,0.0
25985,Dos,neptune,0.0,255.0,9.0,REJ,25985.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,admin,0.0,0.0,vmnet,0.0,9.0,0.0
25988,Probe,satan,0.0,255.0,1.0,REJ,25988.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.91,technician,0.0,0.07,private,0.0,1.0,0.0
25991,Dos,neptune,0.0,255.0,19.0,S0,25991.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,netbios_dgm,0.0,19.0,0.0
25992,Dos,neptune,0.0,255.0,25.0,S0,25992.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,private,0.0,7.0,0.0
26001,Dos,neptune,0.0,255.0,7.0,S0,26001.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,auth,0.0,7.0,0.0
26003,Dos,neptune,0.0,255.0,6.0,S0,26003.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,Z39_50,0.0,15.0,0.0
26008,Dos,neptune,0.0,255.0,5.0,S0,26008.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,private,0.0,5.0,0.0
26015,Probe,portsweep,0.0,255.0,1.0,REJ,26015.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,admin,0.0,0.0,private,0.0,1.0,0.0
26017,Dos,neptune,0.0,255.0,21.0,S0,26017.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,private,0.0,21.0,0.0
26022,Dos,neptune,0.0,255.0,14.0,S0,26022.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.04,technician,0.0,0.96,ftp_data,0.0,3.0,0.0
26030,Dos,neptune,0.0,255.0,4.0,S0,26030.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,Z39_50,0.0,4.0,0.0
26037,Dos,neptune,0.0,255.0,9.0,S0,26037.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,private,0.0,6.0,0.0
26044,Probe,ipsweep,0.0,2.0,40.0,SF,26044.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,superuser,0.0,0.0,eco_i,8.0,11.0,0.0
26052,Dos,neptune,0.0,255.0,4.0,REJ,26052.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,admin,0.0,0.0,private,0.0,4.0,0.0
26069,Dos,neptune,0.0,255.0,14.0,S0,26069.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,netbios_ssn,0.0,7.0,0.0
26070,Probe,ipsweep,0.0,2.0,2.0,SF,26070.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,technician,0.0,0.0,eco_i,8.0,15.0,0.0
26080,Probe,portsweep,0.0,203.0,2.0,RSTR,26080.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,technician,0.0,0.0,private,0.0,2.0,0.0
26089,Dos,neptune,0.0,255.0,14.0,S0,26089.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,sunrpc,0.0,7.0,0.0
26095,Dos,neptune,0.0,255.0,19.0,S0,26095.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,private,0.0,10.0,0.0
26103,Dos,back,8314.0,222.0,222.0,SF,26103.0,0.0,0.0,1.0,0.0,1.0,0.0,tcp,0.0,superuser,0.0,0.0,http,54540.0,2.0,0.0
26106,Probe,ipsweep,0.0,71.0,2.0,REJ,26106.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,technician,0.0,0.0,private,0.0,1.0,0.0
26113,Dos,neptune,0.0,255.0,16.0,S0,26113.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,ctf,0.0,16.0,0.0
26117,Dos,neptune,0.0,255.0,19.0,S0,26117.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,private,0.0,19.0,0.0
26118,Dos,neptune,0.0,255.0,2.0,S0,26118.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,link,0.0,2.0,0.0
26121,Dos,neptune,0.0,255.0,8.0,RSTO,26121.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,admin,0.0,0.0,uucp,0.0,8.0,0.0
26125,Dos,back,8314.0,52.0,52.0,SF,26125.0,0.0,0.0,1.0,0.0,1.0,0.0,tcp,0.0,admin,0.0,0.0,http,54540.0,5.0,0.0
26128,Dos,neptune,0.0,255.0,19.0,REJ,26128.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,superuser,0.0,0.0,private,0.0,19.0,0.0
26134,Probe,satan,0.0,255.0,7.0,SF,26134.0,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,admin,0.0,0.0,other,1.0,7.0,0.0
26138,Dos,neptune,0.0,255.0,5.0,S0,26138.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,private,0.0,5.0,0.0
26143,Dos,neptune,0.0,255.0,3.0,S0,26143.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,supdup,0.0,3.0,0.0
26150,Probe,ipsweep,0.0,1.0,85.0,SF,26150.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,technician,0.0,0.0,eco_i,8.0,33.0,0.0
26157,Dos,neptune,0.0,255.0,3.0,S0,26157.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,finger,0.0,3.0,0.0
26168,Dos,neptune,0.0,255.0,1.0,S0,26168.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,supdup,0.0,1.0,0.0
26170,Dos,back,8314.0,39.0,39.0,SF,26170.0,0.0,0.0,1.0,0.0,1.0,0.0,tcp,0.0,technician,0.0,0.0,http,54540.0,4.0,0.0
26172,Dos,neptune,0.0,16.0,14.0,S0,26172.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,http,0.0,14.0,0.0
26178,Dos,neptune,0.0,255.0,1.0,S0,26178.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,private,0.0,1.0,0.0
26179,Dos,neptune,0.0,255.0,3.0,S0,26179.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,private,0.0,3.0,0.0
26184,Dos,neptune,0.0,255.0,17.0,S0,26184.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,Z39_50,0.0,17.0,0.0
26191,Dos,teardrop,0.0,255.0,113.0,SF,26191.0,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,admin,0.0,0.0,private,28.0,13.0,0.0
26198,Dos,neptune,0.0,255.0,2.0,S0,26198.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,nntp,0.0,5.0,0.0
26209,Probe,satan,0.0,255.0,1.0,REJ,26209.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.9,technician,0.0,0.1,other,0.0,1.0,0.0
26211,Dos,neptune,0.0,255.0,18.0,S0,26211.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,private,0.0,18.0,0.0
26215,Dos,neptune,0.0,255.0,19.0,S0,26215.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,private,0.0,19.0,0.0
26223,Probe,portsweep,0.0,209.0,1.0,RSTR,26223.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,superuser,0.0,0.0,private,0.0,1.0,0.0
26224,Dos,neptune,0.0,255.0,9.0,S0,26224.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,Z39_50,0.0,9.0,0.0
26228,Dos,neptune,0.0,255.0,24.0,S0,26228.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,exec,0.0,24.0,0.0
26230,R2L,warezclient,0.0,5.0,15.0,SF,26230.0,0.0,0.0,1.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,0.0,ftp_data,334.0,1.0,0.0
26242,Probe,satan,0.0,255.0,12.0,SF,26242.0,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,superuser,0.0,0.0,private,1.0,12.0,0.0
26246,Dos,neptune,0.0,255.0,32.0,REJ,26246.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,superuser,0.0,0.0,private,0.0,15.0,0.0
26247,Dos,neptune,0.0,255.0,3.0,S0,26247.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,private,0.0,9.0,0.0
26252,Dos,neptune,0.0,255.0,65.0,S0,26252.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,finger,0.0,12.0,0.0
26256,Dos,smurf,0.0,235.0,90.0,SF,26256.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,admin,0.0,0.0,ecr_i,1032.0,511.0,0.0
26265,Probe,satan,0.0,140.0,1.0,REJ,26265.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.95,technician,0.0,0.0,mtp,0.0,1.0,0.0
26268,Dos,neptune,0.0,255.0,8.0,REJ,26268.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,superuser,0.0,0.0,imap4,0.0,8.0,0.0
26272,Probe,ipsweep,0.0,53.0,2.0,REJ,26272.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,technician,0.0,0.0,private,0.0,1.0,0.0
26275,Dos,neptune,0.0,255.0,15.0,S0,26275.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,efs,0.0,15.0,0.0
26277,Probe,satan,0.0,255.0,1.0,REJ,26277.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.91,technician,0.0,0.08,other,0.0,1.0,0.0
26279,Dos,neptune,0.0,255.0,9.0,RSTO,26279.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,technician,0.0,0.0,discard,0.0,9.0,0.0
26280,Dos,neptune,0.0,255.0,16.0,S0,26280.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,private,0.0,13.0,0.0
26285,Dos,neptune,0.0,255.0,11.0,S0,26285.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,Z39_50,0.0,20.0,0.0
26286,Dos,neptune,0.0,255.0,2.0,S0,26286.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,telnet,0.0,2.0,0.0
26288,Dos,smurf,0.0,255.0,255.0,SF,26288.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,admin,0.0,0.0,ecr_i,1032.0,327.0,0.0
26293,Probe,satan,0.0,151.0,1.0,REJ,26293.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.97,admin,0.0,0.0,private,0.0,1.0,0.0
26294,Dos,neptune,0.0,255.0,4.0,REJ,26294.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,technician,0.0,0.0,uucp_path,0.0,16.0,0.0
26296,Dos,neptune,0.0,255.0,12.0,S0,26296.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,private,0.0,1.0,0.0
26298,Dos,neptune,0.0,255.0,14.0,S0,26298.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,0.99,private,0.0,14.0,0.0
26308,Dos,neptune,0.0,41.0,2.0,S0,26308.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,private,0.0,2.0,0.0
26309,Dos,neptune,0.0,255.0,13.0,S0,26309.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,domain,0.0,1.0,0.0
26314,Dos,neptune,0.0,255.0,12.0,S0,26314.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,vmnet,0.0,12.0,0.0
26315,Probe,nmap,0.0,136.0,112.0,SF,26315.0,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,superuser,0.0,0.0,private,207.0,2.0,0.0
26319,Dos,neptune,0.0,255.0,8.0,S0,26319.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,vmnet,0.0,9.0,0.0
26324,Dos,neptune,0.0,255.0,25.0,S0,26324.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,exec,0.0,25.0,0.0
26326,Dos,neptune,0.0,255.0,5.0,S0,26326.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,private,0.0,2.0,0.0
26330,Dos,neptune,0.0,255.0,1.0,S0,26330.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,private,0.0,4.0,0.0
26331,Dos,neptune,0.0,150.0,9.0,S0,26331.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,private,0.0,9.0,0.0
26342,Probe,portsweep,0.0,156.0,2.0,RSTR,26342.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,technician,0.0,0.0,private,1.0,2.0,0.0
26343,Probe,ipsweep,0.0,1.0,62.0,SF,26343.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,admin,0.0,0.0,eco_i,8.0,5.0,0.0
26354,Probe,ipsweep,0.0,15.0,1.0,REJ,26354.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,admin,0.0,0.0,private,0.0,1.0,0.0
26357,Dos,neptune,0.0,255.0,7.0,S0,26357.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,supdup,0.0,6.0,0.0
26358,Dos,neptune,0.0,255.0,4.0,S0,26358.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,time,0.0,20.0,0.0
26360,Dos,smurf,0.0,255.0,255.0,SF,26360.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,admin,0.0,0.0,ecr_i,1032.0,267.0,0.0
26364,Dos,neptune,0.0,255.0,7.0,S0,26364.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,private,0.0,4.0,0.0
26374,Dos,neptune,0.0,255.0,12.0,S0,26374.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,klogin,0.0,12.0,0.0
26375,Dos,neptune,0.0,140.0,80.0,S0,26375.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,telnet,0.0,18.0,0.0
26380,Probe,satan,0.0,255.0,1.0,REJ,26380.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.94,technician,0.0,0.05,private,0.0,1.0,0.0
26389,Dos,neptune,0.0,255.0,12.0,S0,26389.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,private,0.0,6.0,0.0
26391,Probe,ipsweep,0.0,2.0,22.0,SF,26391.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,technician,0.0,0.0,eco_i,8.0,49.0,0.0
26392,Dos,neptune,0.0,255.0,10.0,S0,26392.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,auth,0.0,10.0,0.0
26393,Dos,neptune,0.0,255.0,1.0,S0,26393.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,admin,0.0,1.0,courier,0.0,1.0,0.0
26395,Dos,neptune,0.0,118.0,6.0,S0,26395.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,private,0.0,6.0,0.0
26404,Dos,neptune,0.0,255.0,10.0,S0,26404.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,private,0.0,12.0,0.0
26410,Dos,neptune,0.0,255.0,23.0,S0,26410.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,netbios_dgm,0.0,23.0,0.0
26418,Dos,neptune,0.0,255.0,20.0,S0,26418.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,private,0.0,10.0,0.0
26420,Dos,neptune,0.0,255.0,10.0,S0,26420.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,systat,0.0,19.0,0.0
26427,Probe,nmap,0.0,4.0,244.0,SF,26427.0,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,admin,0.0,0.0,eco_i,8.0,47.0,0.0
26429,Dos,neptune,0.0,255.0,5.0,REJ,26429.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,1.0,superuser,0.0,0.0,private,0.0,5.0,0.0
26432,Probe,portsweep,0.0,255.0,1.0,S0,26432.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.87,superuser,0.0,0.13,link,0.0,1.0,0.0
26438,Dos,neptune,0.0,255.0,11.0,S0,26438.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,ssh,0.0,22.0,0.0
26441,Dos,neptune,0.0,255.0,25.0,S0,26441.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,kshell,0.0,25.0,0.0
26442,Dos,neptune,0.0,255.0,3.0,S0,26442.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,1.0,private,0.0,20.0,0.0
26453,Dos,neptune,0.0,255.0,5.0,S0,26453.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,superuser,0.0,1.0,daytime,0.0,5.0,0.0
26456,R2L,warezclient,2453.0,255.0,111.0,SF,26456.0,1.0,0.0,1.0,0.0,0.0,0.0,tcp,0.0,technician,0.0,0.0,ftp,1251.0,1.0,0.0
