id1,id,duration,service,flag,src_bytes,dst_bytes,wrong_fragment,logged_in,num_compromised,num_root,count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,role,AttCat,attType
4258,17009,0,private,S0,0,0,0,0,0,0,208,1.0,1.0,0.0,0.0,0.01,255,19,0.07,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
4259,17015,0,ctf,S0,0,0,0,0,0,0,205,1.0,1.0,0.0,0.0,0.0,255,1,0.0,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
4260,17020,0,nnsp,S0,0,0,0,0,0,0,155,1.0,1.0,0.0,0.0,0.15,255,23,0.09,0.05,1.0,1.0,0.0,0.0,superuser,Dos,neptune
4261,17022,0,ecr_i,SF,1480,0,1,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,151,1.0,0.0,0.0,0.0,0.0,0.0,admin,Dos,pod
4262,17032,0,exec,S0,0,0,0,0,0,0,102,1.0,1.0,0.0,0.0,0.12,255,15,0.06,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
4263,17037,0,http,REJ,0,0,0,0,0,0,148,0.0,0.0,1.0,1.0,0.13,255,2,0.01,0.07,0.0,0.0,1.0,1.0,admin,Dos,neptune
4264,17040,0,ecr_i,SF,520,0,0,0,0,0,314,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Dos,smurf
4265,17041,0,private,REJ,0,0,0,0,0,0,100,0.0,0.0,1.0,1.0,0.07,255,7,0.03,0.06,0.0,0.0,1.0,1.0,technician,Dos,neptune
4266,17046,0,csnet_ns,S0,0,0,0,0,0,0,219,1.0,1.0,0.0,0.0,0.07,255,16,0.06,0.08,1.0,1.0,0.0,0.0,technician,Dos,neptune
4267,17052,0,private,S0,0,0,0,0,0,0,184,1.0,1.0,0.0,0.0,0.04,255,16,0.06,0.06,1.0,1.0,0.0,0.0,admin,Dos,neptune
4268,17056,0,private,S0,0,0,0,0,0,0,241,1.0,1.0,0.0,0.0,0.0,255,1,0.0,0.08,1.0,1.0,0.0,0.0,technician,Dos,neptune
4269,17059,0,ftp_data,S0,0,0,0,0,0,0,280,1.0,1.0,0.0,0.0,0.06,255,4,0.02,0.07,1.0,1.0,0.0,0.0,superuser,Dos,neptune
4270,17060,0,link,S0,0,0,0,0,0,0,201,1.0,1.0,0.0,0.0,0.04,255,8,0.03,0.05,1.0,1.0,0.0,0.0,superuser,Dos,neptune
4271,17061,0,ecr_i,SF,1032,0,0,0,0,0,510,0.0,0.0,0.0,0.0,1.0,255,23,0.09,0.18,0.0,0.0,0.0,0.0,admin,Dos,smurf
4272,17063,0,daytime,S0,0,0,0,0,0,0,246,1.0,1.0,0.0,0.0,0.02,255,5,0.02,0.05,1.0,1.0,0.0,0.0,admin,Dos,neptune
4273,17066,0,courier,S0,0,0,0,0,0,0,126,1.0,1.0,0.0,0.0,0.06,255,1,0.0,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
4274,17072,0,discard,S0,0,0,0,0,0,0,95,1.0,1.0,0.0,0.0,0.06,255,6,0.02,0.08,1.0,1.0,0.0,0.0,admin,Dos,neptune
4276,17074,0,domain,S0,0,0,0,0,0,0,243,1.0,1.0,0.0,0.0,0.02,255,6,0.02,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
4278,17079,0,finger,S0,0,0,0,0,0,0,42,1.0,1.0,0.0,0.0,0.29,255,70,0.27,0.03,1.0,1.0,0.0,0.0,admin,Dos,neptune
4279,17082,0,Z39_50,S0,0,0,0,0,0,0,223,1.0,1.0,0.0,0.0,0.02,255,5,0.02,0.08,1.0,1.0,0.0,0.0,superuser,Dos,neptune
4280,17083,0,whois,S0,0,0,0,0,0,0,52,1.0,1.0,0.0,0.0,0.1,255,13,0.05,0.08,1.0,1.0,0.0,0.0,superuser,Dos,neptune
4281,17090,0,daytime,S0,0,0,0,0,0,0,186,1.0,1.0,0.0,0.0,0.13,255,24,0.09,0.05,1.0,1.0,0.0,0.0,technician,Dos,neptune
4282,17093,0,exec,S0,0,0,0,0,0,0,146,1.0,1.0,0.0,0.0,0.06,255,8,0.03,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
4283,17094,0,auth,REJ,0,0,0,0,0,0,228,0.0,0.0,1.0,1.0,0.01,255,2,0.01,0.09,0.0,0.0,1.0,1.0,superuser,Dos,neptune
4284,17100,0,telnet,S0,0,0,0,0,0,0,9,1.0,1.0,0.0,0.0,0.33,255,63,0.25,0.02,1.0,1.0,0.0,0.0,superuser,Dos,neptune
4285,17101,0,ecr_i,SF,1032,0,0,0,0,0,16,0.0,0.0,0.0,0.0,1.0,255,16,0.06,0.02,0.0,0.0,0.0,0.0,technician,Dos,smurf
4286,17103,0,hostnames,S0,0,0,0,0,0,0,292,1.0,1.0,0.0,0.0,0.06,255,17,0.07,0.08,1.0,1.0,0.0,0.0,superuser,Dos,neptune
4287,17114,0,auth,S0,0,0,0,0,0,0,285,1.0,1.0,0.0,0.0,0.0,255,9,0.04,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
4288,17117,0,courier,S0,0,0,0,0,0,0,108,1.0,1.0,0.0,0.0,0.11,255,12,0.05,0.06,1.0,1.0,0.0,0.0,technician,Dos,neptune
4289,17122,0,http,REJ,0,0,0,0,0,0,106,0.0,0.0,1.0,1.0,0.1,255,9,0.04,0.07,0.0,0.0,1.0,1.0,technician,Dos,neptune
4290,17125,0,ecr_i,SF,1032,0,0,0,0,0,511,0.0,0.0,0.0,0.0,1.0,255,52,0.2,0.02,0.02,0.0,0.0,0.0,superuser,Dos,smurf
4292,17158,0,vmnet,S0,0,0,0,0,0,0,72,1.0,1.0,0.0,0.0,0.06,255,1,0.0,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
4293,17159,0,private,S0,0,0,0,0,0,0,248,1.0,1.0,0.0,0.0,0.04,255,9,0.04,0.08,1.0,1.0,0.0,0.0,superuser,Dos,neptune
4294,17164,0,daytime,S0,0,0,0,0,0,0,201,1.0,1.0,0.0,0.0,0.02,255,4,0.02,0.05,1.0,1.0,0.0,0.0,superuser,Dos,neptune
4295,17169,0,private,S0,0,0,0,0,0,0,288,1.0,1.0,0.0,0.0,0.06,255,1,0.0,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
4296,17170,0,ctf,REJ,0,0,0,0,0,0,210,0.0,0.0,1.0,1.0,0.01,255,2,0.01,0.07,0.0,0.0,1.0,1.0,superuser,Dos,neptune
4297,17172,0,efs,REJ,0,0,0,0,0,0,149,0.0,0.0,1.0,1.0,0.13,255,20,0.08,0.06,0.0,0.0,1.0,1.0,admin,Dos,neptune
4298,17178,0,private,SF,28,0,3,0,0,0,55,0.0,0.0,0.0,0.0,1.0,255,55,0.22,0.01,0.0,0.0,0.0,0.0,superuser,Dos,teardrop
4299,17182,0,private,S0,0,0,0,0,0,0,133,1.0,1.0,0.0,0.0,0.12,255,35,0.14,0.05,1.0,1.0,0.0,0.0,admin,Dos,neptune
4300,17185,0,private,REJ,0,0,0,0,0,0,148,0.0,0.0,1.0,1.0,0.07,255,10,0.04,0.08,0.0,0.0,1.0,1.0,superuser,Dos,neptune
4301,17188,0,iso_tsap,S0,0,0,0,0,0,0,242,1.0,1.0,0.0,0.0,0.05,255,11,0.04,0.06,1.0,1.0,0.0,0.0,admin,Dos,neptune
4302,17189,0,klogin,S0,0,0,0,0,0,0,138,1.0,1.0,0.0,0.0,0.18,255,25,0.1,0.05,1.0,1.0,0.0,0.0,technician,Dos,neptune
4303,17191,0,vmnet,S0,0,0,0,0,0,0,255,1.0,1.0,0.0,0.0,0.08,255,9,0.04,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
4304,17192,0,ftp_data,REJ,0,0,0,0,0,0,262,0.0,0.0,1.0,1.0,0.06,255,16,0.06,0.08,0.0,0.0,1.0,1.0,technician,Dos,neptune
4305,17194,0,klogin,S0,0,0,0,0,0,0,141,1.0,1.0,0.0,0.0,0.14,255,20,0.08,0.06,1.0,1.0,0.0,0.0,superuser,Dos,neptune
4306,17197,0,private,S0,0,0,0,0,0,0,284,1.0,1.0,0.0,0.0,0.06,255,7,0.03,0.06,1.0,1.0,0.0,0.0,admin,Dos,neptune
4307,17201,0,ssh,S0,0,0,0,0,0,0,134,1.0,1.0,0.0,0.0,0.14,255,21,0.08,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
4308,17203,0,private,S0,0,0,0,0,0,0,261,1.0,1.0,0.0,0.0,0.07,255,5,0.02,0.09,1.0,1.0,0.0,0.0,admin,Dos,neptune
4309,17204,0,efs,REJ,0,0,0,0,0,0,80,0.0,0.0,1.0,1.0,0.15,255,12,0.05,0.06,0.0,0.0,1.0,1.0,superuser,Dos,neptune
4310,17207,0,private,S0,0,0,0,0,0,0,108,1.0,1.0,0.0,0.0,0.11,255,14,0.05,0.07,1.0,1.0,0.0,0.0,superuser,Dos,neptune
4312,17211,0,ctf,S0,0,0,0,0,0,0,101,1.0,1.0,0.0,0.0,0.12,255,7,0.03,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
4313,17219,0,private,REJ,0,0,0,0,0,0,201,0.0,0.0,1.0,1.0,0.09,255,19,0.07,0.07,0.0,0.0,1.0,1.0,superuser,Dos,neptune
4315,17234,0,hostnames,S0,0,0,0,0,0,0,213,1.0,1.0,0.0,0.0,0.09,255,20,0.08,0.08,1.0,1.0,0.0,0.0,admin,Dos,neptune
4319,17256,0,private,S0,0,0,0,0,0,0,206,1.0,1.0,0.0,0.0,0.09,255,18,0.07,0.08,1.0,1.0,0.0,0.0,technician,Dos,neptune
4320,17257,0,private,S0,0,0,0,0,0,0,138,1.0,1.0,0.0,0.0,0.07,255,7,0.03,0.08,1.0,1.0,0.0,0.0,admin,Dos,neptune
4321,17258,0,private,S0,0,0,0,0,0,0,140,1.0,1.0,0.0,0.0,0.05,255,7,0.03,0.08,1.0,1.0,0.0,0.0,technician,Dos,neptune
4322,17263,0,kshell,S0,0,0,0,0,0,0,95,1.0,1.0,0.0,0.0,0.01,255,1,0.0,0.06,1.0,1.0,0.0,0.0,admin,Dos,neptune
4323,17275,0,ecr_i,SF,1032,0,0,0,0,0,511,0.0,0.0,0.0,0.0,1.0,255,47,0.18,0.04,0.04,0.0,0.0,0.0,admin,Dos,smurf
4324,17278,0,private,S0,0,0,0,0,0,0,263,1.0,1.0,0.0,0.0,0.03,255,7,0.03,0.09,1.0,1.0,0.0,0.0,superuser,Dos,neptune
4325,17288,0,uucp,S0,0,0,0,0,0,0,123,1.0,1.0,0.0,0.0,0.02,255,2,0.01,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
4326,17296,0,private,S0,0,0,0,0,0,0,86,1.0,1.0,0.0,0.0,0.03,255,3,0.01,0.08,1.0,1.0,0.0,0.0,technician,Dos,neptune
4327,17304,0,netbios_ns,S0,0,0,0,0,0,0,189,1.0,1.0,0.0,0.0,0.02,255,4,0.02,0.07,1.0,1.0,0.0,0.0,superuser,Dos,neptune
4328,17323,0,private,REJ,0,0,0,0,0,0,9,0.0,0.0,1.0,1.0,1.0,255,27,0.11,0.06,0.0,0.0,1.0,1.0,admin,Dos,neptune
4329,17324,0,netbios_ns,REJ,0,0,0,0,0,0,184,0.0,0.0,1.0,1.0,0.09,255,17,0.07,0.07,0.0,0.0,1.0,1.0,superuser,Dos,neptune
4331,17327,0,iso_tsap,S0,0,0,0,0,0,0,258,1.0,1.0,0.0,0.0,0.07,255,19,0.07,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
4333,17336,0,private,S0,0,0,0,0,0,0,202,1.0,1.0,0.0,0.0,0.08,255,16,0.06,0.06,1.0,1.0,0.0,0.0,admin,Dos,neptune
4337,17362,0,ecr_i,SF,1032,0,0,0,0,0,511,0.0,0.0,0.0,0.0,1.0,255,186,0.73,0.01,0.0,0.0,0.0,0.0,technician,Dos,smurf
4338,17374,0,domain,S0,0,0,0,0,0,0,205,1.0,1.0,0.0,0.0,0.01,255,2,0.01,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
4343,17390,0,imap4,S0,0,0,0,0,0,0,278,1.0,1.0,0.0,0.0,0.04,255,11,0.04,0.08,1.0,1.0,0.0,0.0,admin,Dos,neptune
4346,17397,0,imap4,S0,0,0,0,0,0,0,246,1.0,1.0,0.0,0.0,0.01,255,2,0.01,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
4347,17405,0,ftp_data,S0,0,0,0,0,0,0,55,1.0,1.0,0.0,0.0,0.18,255,50,0.2,0.02,1.0,1.0,0.0,0.0,technician,Dos,neptune
4348,17408,0,uucp_path,S0,0,0,0,0,0,0,277,1.0,1.0,0.0,0.0,0.06,255,17,0.07,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
4349,17409,0,nnsp,S0,0,0,0,0,0,0,108,1.0,1.0,0.0,0.0,0.06,255,7,0.03,0.06,1.0,1.0,0.0,0.0,admin,Dos,neptune
4351,17416,0,Z39_50,REJ,0,0,0,0,0,0,101,0.0,0.0,1.0,1.0,0.01,255,1,0.0,0.06,0.0,0.0,1.0,1.0,superuser,Dos,neptune
4352,17419,0,whois,REJ,0,0,0,0,0,0,248,0.0,0.0,1.0,1.0,0.02,255,6,0.02,0.09,0.0,0.0,1.0,1.0,technician,Dos,neptune
4353,17422,0,daytime,S0,0,0,0,0,0,0,109,1.0,1.0,0.0,0.0,0.07,255,8,0.03,0.07,1.0,1.0,0.0,0.0,superuser,Dos,neptune
4354,17430,0,private,REJ,0,0,0,0,0,0,296,0.0,0.0,1.0,1.0,0.05,255,15,0.06,0.07,0.0,0.0,1.0,1.0,superuser,Dos,neptune
4355,17432,0,mtp,S0,0,0,0,0,0,0,230,1.0,1.0,0.0,0.0,0.01,255,13,0.05,0.09,1.0,1.0,0.0,0.0,technician,Dos,neptune
4356,17438,0,time,S0,0,0,0,0,0,0,259,1.0,1.0,0.0,0.0,0.05,255,14,0.05,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
4357,17442,0,private,S0,0,0,0,0,0,0,216,1.0,1.0,0.0,0.0,0.05,255,10,0.04,0.06,1.0,1.0,0.0,0.0,superuser,Dos,neptune
4358,17455,0,nntp,S0,0,0,0,0,0,0,202,1.0,1.0,0.0,0.0,0.1,255,17,0.07,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
4359,17458,0,time,S0,0,0,0,0,0,0,253,1.0,1.0,0.0,0.0,0.0,255,1,0.0,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
4360,17460,0,login,S0,0,0,0,0,0,0,73,1.0,1.0,0.0,0.0,0.14,255,10,0.04,0.06,1.0,1.0,0.0,0.0,superuser,Dos,neptune
4362,17467,0,nnsp,S0,0,0,0,0,0,0,92,1.0,1.0,0.0,0.0,0.03,198,3,0.02,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
4363,17474,0,private,REJ,0,0,0,0,0,0,213,0.0,0.0,1.0,1.0,0.0,255,1,0.0,0.09,0.0,0.0,1.0,1.0,technician,Dos,neptune
4364,17475,0,courier,S0,0,0,0,0,0,0,126,1.0,1.0,0.0,0.0,0.13,255,17,0.07,0.05,1.0,1.0,0.0,0.0,superuser,Dos,neptune
4365,17491,0,name,S0,0,0,0,0,0,0,207,1.0,1.0,0.0,0.0,0.06,255,13,0.05,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
4366,17497,0,iso_tsap,S0,0,0,0,0,0,0,255,1.0,1.0,0.0,0.0,0.02,255,6,0.02,0.07,1.0,1.0,0.0,0.0,superuser,Dos,neptune
4367,17505,0,private,S0,0,0,0,0,0,0,113,1.0,1.0,0.0,0.0,0.12,255,20,0.08,0.06,1.0,1.0,0.0,0.0,admin,Dos,neptune
4368,17511,0,mtp,S0,0,0,0,0,0,0,190,1.0,1.0,0.0,0.0,0.03,255,5,0.02,0.08,1.0,1.0,0.0,0.0,admin,Dos,neptune
4369,17513,0,http_443,S0,0,0,0,0,0,0,132,1.0,1.0,0.0,0.0,0.02,255,1,0.0,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
4371,17517,0,ecr_i,SF,1032,0,0,0,0,0,511,0.0,0.0,0.0,0.0,1.0,255,74,0.29,0.2,0.0,0.0,0.0,0.0,admin,Dos,smurf
4372,17529,0,printer,S0,0,0,0,0,0,0,138,1.0,1.0,0.0,0.0,0.16,255,22,0.09,0.05,1.0,1.0,0.0,0.0,technician,Dos,neptune
4373,17531,0,hostnames,REJ,0,0,0,0,0,0,144,0.0,0.0,1.0,1.0,0.12,255,17,0.07,0.06,0.0,0.0,1.0,1.0,superuser,Dos,neptune
4374,17538,0,time,S0,0,0,0,0,0,0,226,1.0,1.0,0.0,0.0,0.07,255,14,0.05,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
4376,17545,0,http,SF,54540,8314,0,1,1,0,3,0.0,0.0,0.0,0.0,1.0,82,82,1.0,0.0,0.0,0.0,0.17,0.17,superuser,Dos,back
4378,17555,0,ecr_i,SF,1480,0,1,0,0,0,12,0.0,0.0,0.0,0.0,1.0,255,12,0.05,0.02,0.0,0.0,0.0,0.0,technician,Dos,pod
4381,17568,0,private,S0,0,0,0,0,0,0,121,1.0,1.0,0.0,0.0,0.02,255,3,0.01,0.09,1.0,1.0,0.0,0.0,admin,Dos,neptune
4383,17572,0,uucp,S0,0,0,0,0,0,0,102,1.0,1.0,0.0,0.0,0.01,255,1,0.0,0.08,1.0,1.0,0.0,0.0,superuser,Dos,neptune
4384,17579,0,http,S0,0,0,0,0,0,0,223,1.0,0.39,0.0,0.0,0.05,255,11,0.04,0.08,1.0,1.0,0.0,0.0,technician,Dos,neptune
4385,17593,0,http,RSTR,47612,2920,0,1,0,0,2,0.0,0.0,0.5,0.67,1.0,255,255,1.0,0.0,0.0,0.0,0.04,0.04,technician,Dos,back
4386,17594,0,klogin,S0,0,0,0,0,0,0,107,1.0,1.0,0.0,0.0,0.23,255,25,0.1,0.05,1.0,1.0,0.0,0.0,admin,Dos,neptune
4387,17595,0,http,SF,54540,8314,0,1,1,0,3,0.0,0.0,0.0,0.0,1.0,85,85,1.0,0.0,0.0,0.0,0.01,0.01,superuser,Dos,back
4388,17599,0,private,REJ,0,0,0,0,0,0,190,0.0,0.0,1.0,1.0,0.01,255,1,0.0,0.07,0.0,0.0,1.0,1.0,admin,Dos,neptune
4389,17601,0,private,S0,0,0,0,0,0,0,278,1.0,1.0,0.0,0.0,0.04,255,14,0.05,0.05,1.0,1.0,0.0,0.0,technician,Dos,neptune
4390,17602,0,sunrpc,S0,0,0,0,0,0,0,233,1.0,1.0,0.0,0.0,0.06,255,15,0.06,0.07,1.0,1.0,0.0,0.0,superuser,Dos,neptune
4391,17604,0,Z39_50,S0,0,0,0,0,0,0,220,1.0,1.0,0.0,0.0,0.09,255,19,0.07,0.06,1.0,1.0,0.0,0.0,superuser,Dos,neptune
4392,17606,0,uucp_path,REJ,0,0,0,0,0,0,284,0.0,0.0,1.0,1.0,0.06,255,17,0.07,0.07,0.0,0.0,1.0,1.0,superuser,Dos,neptune
4393,17610,0,finger,S0,0,0,0,0,0,0,3,1.0,1.0,0.0,0.0,0.33,255,61,0.24,0.04,1.0,1.0,0.0,0.0,superuser,Dos,neptune
4394,17612,0,efs,S0,0,0,0,0,0,0,148,1.0,1.0,0.0,0.0,0.16,255,24,0.09,0.05,1.0,1.0,0.0,0.0,admin,Dos,neptune
4396,17615,0,private,SF,28,0,3,0,0,0,44,0.0,0.0,0.0,0.0,1.0,255,44,0.17,0.01,0.0,0.0,0.0,0.0,superuser,Dos,teardrop
4398,17622,0,finger,S0,0,0,0,0,0,0,29,1.0,1.0,0.0,0.0,0.31,71,13,0.13,0.06,0.97,0.69,0.0,0.0,superuser,Dos,neptune
4399,17623,0,mtp,REJ,0,0,0,0,0,0,238,0.0,0.0,1.0,1.0,0.01,255,2,0.01,0.08,0.0,0.0,1.0,1.0,technician,Dos,neptune
4401,17631,0,ecr_i,SF,1032,0,0,0,0,0,510,0.0,0.0,0.0,0.0,1.0,255,249,0.98,0.01,0.0,0.0,0.0,0.0,admin,Dos,smurf
4402,17633,0,private,S0,0,0,0,0,0,0,202,1.0,1.0,0.0,0.0,0.09,255,19,0.07,0.08,1.0,1.0,0.0,0.0,admin,Dos,neptune
4403,17634,0,private,S0,0,0,0,0,0,0,142,1.0,1.0,0.0,0.0,0.06,255,16,0.06,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
4404,17636,0,telnet,S0,0,0,0,0,0,0,13,1.0,1.0,0.0,0.0,1.0,55,35,0.64,0.04,0.96,0.94,0.0,0.0,technician,Dos,neptune
4405,17646,0,ecr_i,SF,1032,0,0,0,0,0,511,0.0,0.0,0.0,0.0,1.0,255,137,0.54,0.04,0.0,0.0,0.0,0.0,admin,Dos,smurf
4406,17647,0,mtp,S0,0,0,0,0,0,0,232,1.0,1.0,0.0,0.0,0.02,255,11,0.04,0.09,1.0,1.0,0.0,0.0,technician,Dos,neptune
4407,17657,0,ftp_data,S0,0,0,0,0,0,0,54,1.0,1.0,0.0,0.0,0.26,134,52,0.25,0.03,1.0,0.65,0.0,0.0,superuser,Dos,neptune
4408,17667,0,private,REJ,0,0,0,0,0,0,219,0.0,0.0,1.0,1.0,0.07,255,16,0.06,0.09,0.0,0.0,1.0,1.0,admin,Dos,neptune
4409,17668,0,sunrpc,RSTO,0,0,0,0,0,0,299,0.0,0.0,1.0,1.0,0.07,255,20,0.08,0.07,0.0,0.0,1.0,1.0,technician,Dos,neptune
4412,17678,0,uucp,S0,0,0,0,0,0,0,127,1.0,1.0,0.0,0.0,0.01,255,1,0.0,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
4413,17681,0,private,S0,0,0,0,0,0,0,133,1.0,1.0,0.0,0.0,0.04,255,14,0.05,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
4414,17685,0,private,SF,28,0,3,0,0,0,10,0.0,0.0,0.0,0.0,1.0,255,77,0.3,0.01,0.0,0.0,0.0,0.0,admin,Dos,teardrop
4417,17709,0,ecr_i,SF,520,0,0,0,0,0,247,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Dos,smurf
4418,17710,0,link,S0,0,0,0,0,0,0,251,1.0,1.0,0.0,0.0,0.07,255,18,0.07,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
4419,17732,0,ecr_i,SF,520,0,0,0,0,0,487,0.0,0.0,0.0,0.0,1.0,128,128,1.0,0.0,0.0,0.0,0.0,0.0,admin,Dos,smurf
4420,17734,0,whois,S0,0,0,0,0,0,0,283,1.0,1.0,0.0,0.0,0.07,255,19,0.07,0.05,1.0,1.0,0.0,0.0,admin,Dos,neptune
4421,17744,0,nntp,S0,0,0,0,0,0,0,109,1.0,1.0,0.0,0.0,0.18,255,5,0.02,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
4422,17746,0,private,S0,0,0,0,0,0,0,99,1.0,1.0,0.0,0.0,0.16,154,16,0.1,0.06,1.0,1.0,0.0,0.0,admin,Dos,neptune
4423,17747,0,daytime,S0,0,0,0,0,0,0,264,1.0,1.0,0.0,0.0,0.04,255,12,0.05,0.08,1.0,1.0,0.0,0.0,superuser,Dos,neptune
4424,17763,0,ecr_i,SF,1032,0,0,0,0,0,511,0.0,0.0,0.0,0.0,1.0,255,205,0.8,0.01,0.0,0.0,0.0,0.0,superuser,Dos,smurf
4425,17773,0,supdup,S0,0,0,0,0,0,0,193,1.0,1.0,0.0,0.0,0.1,255,19,0.07,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
4426,17777,0,private,S0,0,0,0,0,0,0,262,1.0,1.0,0.0,0.0,0.0,255,32,0.13,0.06,1.0,1.0,0.0,0.0,technician,Dos,neptune
4427,17783,0,ftp,S0,0,0,0,0,0,0,244,1.0,1.0,0.0,0.0,0.03,255,5,0.02,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
4428,17786,0,http,S0,0,0,0,0,0,0,39,1.0,1.0,0.0,0.0,0.31,201,52,0.26,0.02,0.99,1.0,0.0,0.0,technician,Dos,neptune
4429,17787,0,uucp,RSTO,0,0,0,0,0,0,108,0.0,0.0,1.0,1.0,0.07,255,8,0.03,0.06,0.0,0.0,1.0,1.0,technician,Dos,neptune
4431,17795,0,private,SF,28,0,3,0,0,0,64,0.0,0.0,0.02,0.0,0.98,255,63,0.25,0.02,0.0,0.0,0.57,0.0,admin,Dos,teardrop
4433,17799,0,private,S0,0,0,0,0,0,0,101,1.0,1.0,0.0,0.0,0.15,255,15,0.06,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
4434,17809,0,http,S0,0,0,0,0,0,0,50,1.0,1.0,0.0,0.0,0.34,255,59,0.23,0.02,1.0,1.0,0.0,0.0,technician,Dos,neptune
4435,17820,0,daytime,S0,0,0,0,0,0,0,238,1.0,1.0,0.0,0.0,0.1,255,23,0.09,0.05,1.0,1.0,0.0,0.0,admin,Dos,neptune
4436,17825,0,gopher,S0,0,0,0,0,0,0,236,1.0,1.0,0.0,0.0,0.01,255,3,0.01,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
4437,17828,0,private,SF,28,0,3,0,0,0,2,0.0,0.0,0.0,0.0,1.0,255,102,0.4,0.6,0.09,0.0,0.51,0.0,technician,Dos,teardrop
4438,17832,0,private,S0,0,0,0,0,0,0,148,1.0,1.0,0.0,0.0,0.14,255,3,0.01,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
4439,17836,0,finger,S0,0,0,0,0,0,0,49,1.0,1.0,0.0,0.0,0.27,255,44,0.17,0.04,1.0,1.0,0.0,0.0,admin,Dos,neptune
4442,17844,0,ftp_data,S0,0,0,0,0,0,0,290,1.0,1.0,0.0,0.0,0.07,255,21,0.08,0.05,1.0,1.0,0.0,0.0,superuser,Dos,neptune
4443,17849,0,http_443,S0,0,0,0,0,0,0,119,1.0,1.0,0.0,0.0,0.03,255,3,0.01,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
4444,17857,0,private,S0,0,0,0,0,0,0,46,1.0,1.0,0.0,0.0,0.07,255,16,0.06,0.08,1.0,1.0,0.0,0.0,superuser,Dos,neptune
4446,17866,0,uucp,S0,0,0,0,0,0,0,14,1.0,1.0,0.0,0.0,0.14,255,8,0.03,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
4447,17876,0,telnet,S0,0,0,0,0,0,0,211,1.0,1.0,0.0,0.0,0.11,255,24,0.09,0.06,1.0,1.0,0.0,0.0,admin,Dos,neptune
4448,17882,0,private,S0,0,0,0,0,0,0,131,1.0,1.0,0.0,0.0,0.12,255,15,0.06,0.06,1.0,1.0,0.0,0.0,technician,Dos,neptune
4449,17888,0,courier,S0,0,0,0,0,0,0,126,1.0,1.0,0.0,0.0,0.14,255,18,0.07,0.06,1.0,1.0,0.0,0.0,admin,Dos,neptune
4450,17891,0,private,S0,0,0,0,0,0,0,110,1.0,1.0,0.0,0.0,0.09,255,30,0.12,0.06,1.0,1.0,0.0,0.0,admin,Dos,neptune
4451,17893,0,private,S0,0,0,0,0,0,0,123,1.0,1.0,0.0,0.0,0.09,255,1,0.0,0.07,1.0,1.0,0.0,0.0,superuser,Dos,neptune
4452,17899,0,http,S0,0,0,0,0,0,0,278,1.0,1.0,0.0,0.0,0.03,255,8,0.03,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
