id,duration,service,flag,src_bytes,dst_bytes,wrong_fragment,logged_in,num_compromised,num_root,count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,role,AttCat,attType
15026,0,uucp,S0,0,0,0,0,0,0,102,1.0,1.0,0.0,0.0,0.02,255,2,0.01,0.06,1.0,1.0,0.0,0.0,technician,Dos,neptune
15032,0,time,S0,0,0,0,0,0,0,298,1.0,1.0,0.0,0.0,0.06,255,3,0.01,0.09,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15033,0,private,S0,0,0,0,0,0,0,262,1.0,1.0,0.0,0.0,0.04,255,17,0.07,0.06,1.0,1.0,0.0,0.0,admin,Dos,neptune
15034,0,ldap,S0,0,0,0,0,0,0,132,1.0,1.0,0.0,0.0,0.03,255,16,0.06,0.08,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15037,0,daytime,S0,0,0,0,0,0,0,202,1.0,1.0,0.0,0.0,0.0,255,1,0.0,0.09,1.0,1.0,0.0,0.0,technician,Dos,neptune
15044,0,private,REJ,0,0,0,0,0,0,86,0.0,0.0,1.0,1.0,0.01,255,1,0.0,0.09,0.0,0.0,1.0,1.0,admin,Dos,neptune
15046,0,private,S0,0,0,0,0,0,0,233,1.0,1.0,0.0,0.0,0.08,255,19,0.07,0.05,1.0,1.0,0.0,0.0,admin,Dos,neptune
15057,0,other,SF,1,0,0,0,0,0,15,0.0,0.0,0.0,0.0,0.33,255,5,0.02,0.15,0.0,0.0,0.47,0.0,superuser,Probe,satan
15058,0,whois,S0,0,0,0,0,0,0,202,1.0,1.0,0.0,0.0,0.01,255,19,0.07,0.07,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15059,0,daytime,S0,0,0,0,0,0,0,270,1.0,1.0,0.0,0.0,0.02,255,6,0.02,0.07,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15060,0,ldap,S0,0,0,0,0,0,0,102,1.0,1.0,0.0,0.0,0.2,255,20,0.08,0.06,1.0,1.0,0.0,0.0,technician,Dos,neptune
15072,0,private,SF,28,0,3,0,0,0,89,0.0,0.0,0.0,0.0,1.0,255,89,0.35,0.01,0.0,0.0,0.0,0.0,superuser,Dos,teardrop
15076,0,bgp,REJ,0,0,0,0,0,0,256,0.0,0.0,1.0,1.0,0.0,255,1,0.0,0.07,0.0,0.0,1.0,1.0,admin,Dos,neptune
15081,0,http,SF,54540,8314,0,1,1,0,2,0.0,0.0,0.0,0.0,1.0,107,107,1.0,0.0,0.0,0.0,0.01,0.01,admin,Dos,back
15082,0,private,S0,0,0,0,0,0,0,199,1.0,1.0,0.0,0.0,0.03,255,5,0.02,0.05,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15083,0,private,SF,1,4,0,0,0,0,25,0.0,0.0,0.0,0.0,0.32,255,8,0.03,0.71,0.16,0.0,0.53,0.0,superuser,Probe,satan
15084,0,other,REJ,0,0,0,0,0,0,510,0.13,0.0,0.87,1.0,0.0,255,1,0.0,1.0,0.1,0.0,0.9,1.0,admin,Probe,satan
15090,0,private,S0,0,0,0,0,0,0,263,1.0,1.0,0.0,0.0,0.02,255,7,0.03,0.06,1.0,1.0,0.0,0.0,technician,Dos,neptune
15095,0,other,REJ,0,0,0,0,0,0,511,0.14,0.0,0.86,1.0,0.0,255,1,0.0,1.0,0.04,0.0,0.96,1.0,superuser,Probe,satan
15098,0,klogin,S0,0,0,0,0,0,0,126,1.0,1.0,0.0,0.0,0.17,255,22,0.09,0.05,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15105,0,ftp_data,S0,0,0,0,0,0,0,35,0.97,1.0,0.03,0.0,0.2,255,28,0.11,0.05,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15110,0,private,S0,0,0,0,0,0,0,116,1.0,1.0,0.0,0.0,0.03,255,7,0.03,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
15113,0,private,REJ,0,0,0,0,0,0,206,0.01,0.0,0.96,1.0,0.0,255,1,0.0,0.83,0.01,0.0,0.78,1.0,admin,Probe,satan
15116,0,courier,S0,0,0,0,0,0,0,130,1.0,1.0,0.0,0.0,0.12,255,6,0.02,0.08,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15119,0,ctf,S0,0,0,0,0,0,0,42,1.0,1.0,0.0,0.0,0.21,255,9,0.04,0.08,1.0,1.0,0.0,0.0,admin,Dos,neptune
15120,0,private,S0,0,0,0,0,0,0,33,1.0,1.0,0.0,0.0,0.18,255,6,0.02,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
15121,0,netbios_dgm,REJ,0,0,0,0,0,0,245,0.0,0.0,1.0,1.0,0.07,255,17,0.07,0.07,0.0,0.0,1.0,1.0,superuser,Dos,neptune
15122,0,csnet_ns,REJ,0,0,0,0,0,0,259,0.0,0.0,1.0,1.0,0.04,255,10,0.04,0.07,0.0,0.0,1.0,1.0,admin,Dos,neptune
15123,0,private,S0,0,0,0,0,0,0,147,1.0,1.0,0.0,0.0,0.03,255,4,0.02,0.06,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15134,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,82,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
15140,0,private,S0,0,0,0,0,0,0,84,1.0,1.0,0.0,0.0,0.04,255,15,0.06,0.08,1.0,1.0,0.0,0.0,technician,Dos,neptune
15147,0,ecr_i,SF,520,0,0,0,0,0,180,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,technician,Dos,smurf
15150,0,telnet,RSTO,0,0,0,0,0,0,245,0.0,0.0,1.0,1.0,0.08,255,19,0.07,0.07,0.0,0.0,1.0,1.0,admin,Dos,neptune
15156,0,private,S0,0,0,0,0,0,0,137,1.0,1.0,0.0,0.0,0.06,255,13,0.05,0.08,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15158,0,private,S0,0,0,0,0,0,0,171,1.0,1.0,0.0,0.0,0.09,255,5,0.02,0.08,1.0,1.0,0.0,0.0,technician,Dos,neptune
15165,0,ecr_i,SF,1032,0,0,0,0,0,510,0.0,0.0,0.0,0.0,1.0,255,219,0.86,0.09,0.0,0.0,0.0,0.0,superuser,Dos,smurf
15178,0,discard,S0,0,0,0,0,0,0,242,1.0,1.0,0.0,0.0,0.02,255,5,0.02,0.08,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15180,0,gopher,S0,0,0,0,0,0,0,273,1.0,1.0,0.0,0.0,0.09,255,24,0.09,0.05,1.0,1.0,0.0,0.0,technician,Dos,neptune
15185,0,private,S0,0,0,0,0,0,0,171,1.0,1.0,0.0,0.0,0.11,255,17,0.07,0.07,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15187,0,finger,S0,0,0,0,0,0,0,18,1.0,1.0,0.0,0.0,0.5,178,52,0.28,0.02,1.0,0.94,0.0,0.0,superuser,Dos,neptune
15188,113,telnet,SF,6274,16771,0,1,2,0,1,0.0,0.0,0.0,0.0,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,superuser,U2R,buffer_overflow
15199,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4,208,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
15200,0,sunrpc,S0,0,0,0,0,0,0,161,1.0,1.0,0.0,0.0,0.01,255,2,0.01,0.08,1.0,1.0,0.0,0.0,admin,Dos,neptune
15202,0,ecr_i,SF,1032,0,0,0,0,0,511,0.0,0.0,0.0,0.0,1.0,255,171,0.67,0.16,0.0,0.0,0.0,0.0,superuser,Dos,smurf
15214,0,discard,S0,0,0,0,0,0,0,247,1.0,1.0,0.0,0.0,0.06,255,7,0.03,0.08,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15222,0,ecr_i,SF,1032,0,0,0,0,0,454,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,technician,Dos,smurf
15232,12,ftp_data,SF,7045,0,0,1,0,0,1,0.0,0.0,0.0,0.0,1.0,255,62,0.24,0.13,0.02,0.02,0.0,0.0,superuser,R2L,warezclient
15234,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,162,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
15235,0,kshell,S0,0,0,0,0,0,0,148,1.0,1.0,0.0,0.0,0.16,255,24,0.09,0.04,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15241,0,ctf,S0,0,0,0,0,0,0,108,1.0,1.0,0.0,0.0,0.06,78,6,0.08,0.1,1.0,1.0,0.0,0.0,admin,Dos,neptune
15243,31729,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.82,0.0,0.0,1.0,1.0,admin,Probe,portsweep
15253,0,mtp,S0,0,0,0,0,0,0,202,1.0,1.0,0.0,0.0,0.04,255,8,0.03,0.08,1.0,1.0,0.0,0.0,admin,Dos,neptune
15262,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,113,1,0.01,0.58,0.05,0.0,0.56,1.0,admin,Probe,portsweep
15266,0,domain,S0,0,0,0,0,0,0,257,1.0,1.0,0.0,0.0,0.01,255,3,0.01,0.08,1.0,1.0,0.0,0.0,admin,Dos,neptune
15268,0,netbios_ssn,S0,0,0,0,0,0,0,190,1.0,1.0,0.0,0.0,0.01,255,1,0.0,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
15277,0,private,SF,100,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,79,9,0.11,0.03,0.0,0.0,0.0,0.0,technician,Probe,nmap
15279,0,systat,REJ,0,0,0,0,0,0,260,0.0,0.0,1.0,1.0,0.06,255,15,0.06,0.06,0.0,0.0,1.0,1.0,superuser,Dos,neptune
15280,0,bgp,S0,0,0,0,0,0,0,268,1.0,1.0,0.0,0.0,0.04,255,12,0.05,0.07,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15282,0,other,REJ,0,0,0,0,0,0,352,0.09,0.0,0.91,1.0,0.0,255,1,0.0,1.0,0.09,0.0,0.9,1.0,superuser,Probe,satan
15285,0,time,S0,0,0,0,0,0,0,290,1.0,1.0,0.0,0.0,0.02,255,5,0.02,0.06,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15289,0,iso_tsap,S0,0,0,0,0,0,0,101,1.0,1.0,0.0,0.0,0.01,255,1,0.0,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
15299,0,private,S0,0,0,0,0,0,0,263,1.0,1.0,0.0,0.0,0.01,255,17,0.07,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
15300,0,http,S0,0,0,0,0,0,0,5,1.0,1.0,0.0,0.0,1.0,255,65,0.25,0.02,1.0,1.0,0.0,0.0,admin,Dos,neptune
15303,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,80,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
15306,0,mtp,S0,0,0,0,0,0,0,267,1.0,1.0,0.0,0.0,0.05,255,13,0.05,0.08,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15309,0,csnet_ns,S0,0,0,0,0,0,0,265,1.0,1.0,0.0,0.0,0.03,255,8,0.03,0.06,1.0,1.0,0.0,0.0,admin,Dos,neptune
15319,0,private,S0,0,0,0,0,0,0,11,1.0,1.0,0.0,0.0,0.18,255,2,0.01,0.08,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15321,0,http,S0,0,0,0,0,0,0,68,1.0,1.0,0.0,0.0,0.28,255,59,0.23,0.03,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15323,0,private,S0,0,0,0,0,0,0,120,1.0,1.0,0.0,0.0,0.02,255,4,0.02,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
15324,0,ecr_i,SF,1032,0,0,0,0,0,511,0.0,0.0,0.0,0.0,1.0,100,6,0.06,0.07,0.02,0.0,0.63,0.0,superuser,Dos,smurf
15333,0,link,S0,0,0,0,0,0,0,221,1.0,1.0,0.0,0.0,0.04,255,8,0.03,0.06,1.0,1.0,0.0,0.0,admin,Dos,neptune
15334,0,private,S0,0,0,0,0,0,0,137,1.0,1.0,0.0,0.0,0.13,255,4,0.02,0.08,1.0,1.0,0.0,0.0,admin,Dos,neptune
15337,5410,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.74,0.0,0.0,1.0,1.0,technician,Probe,portsweep
15338,0,private,S0,0,0,0,0,0,0,296,1.0,1.0,0.0,0.0,0.05,255,17,0.07,0.09,1.0,1.0,0.0,0.0,admin,Dos,neptune
15340,0,ecr_i,SF,1032,0,0,0,0,0,511,0.0,0.0,0.0,0.0,1.0,255,30,0.12,0.11,0.1,0.0,0.0,0.0,admin,Dos,smurf
15343,0,ecr_i,SF,1032,0,0,0,0,0,511,0.0,0.0,0.0,0.0,1.0,255,207,0.81,0.02,0.0,0.0,0.02,0.0,superuser,Dos,smurf
15345,0,csnet_ns,S0,0,0,0,0,0,0,271,1.0,1.0,0.0,0.0,0.03,255,7,0.03,0.05,1.0,1.0,0.0,0.0,technician,Dos,neptune
15348,0,http_443,S0,0,0,0,0,0,0,111,1.0,1.0,0.0,0.0,0.01,255,1,0.0,0.05,1.0,1.0,0.0,0.0,technician,Dos,neptune
15363,0,private,S0,0,0,0,0,0,0,267,1.0,1.0,0.0,0.0,0.01,255,17,0.07,0.05,1.0,1.0,0.0,0.0,technician,Dos,neptune
15367,0,http,S0,0,0,0,0,0,0,262,1.0,1.0,0.0,0.0,0.06,255,17,0.07,0.08,1.0,1.0,0.0,0.0,technician,Dos,neptune
15368,0,private,REJ,0,0,0,0,0,0,191,0.1,0.0,0.89,1.0,0.01,255,1,0.0,0.88,0.07,0.0,0.68,1.0,superuser,Probe,satan
15370,0,private,S0,0,0,0,0,0,0,239,1.0,1.0,0.0,0.0,0.08,255,18,0.07,0.06,1.0,1.0,0.0,0.0,technician,Dos,neptune
15376,0,csnet_ns,S0,0,0,0,0,0,0,271,1.0,1.0,0.0,0.0,0.04,255,11,0.04,0.06,1.0,1.0,0.0,0.0,technician,Dos,neptune
15381,0,ecr_i,SF,1480,0,1,0,0,0,2,0.0,0.0,0.0,0.0,1.0,2,151,1.0,0.0,0.0,0.0,0.0,0.0,technician,Dos,pod
15383,0,private,REJ,0,0,0,0,0,0,107,0.0,0.0,1.0,1.0,0.07,255,27,0.11,0.08,0.0,0.0,1.0,1.0,technician,Dos,neptune
15389,0,private,S0,0,0,0,0,0,0,162,1.0,1.0,0.0,0.0,0.05,255,8,0.03,0.07,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15391,0,whois,S0,0,0,0,0,0,0,279,1.0,1.0,0.0,0.0,0.02,255,8,0.03,0.06,1.0,1.0,0.0,0.0,technician,Dos,neptune
15394,0,private,S0,0,0,0,0,0,0,154,1.0,1.0,0.0,0.0,0.06,255,9,0.04,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
15398,0,ftp_data,SF,334,0,0,1,0,0,1,0.0,0.0,0.0,0.0,1.0,1,13,1.0,0.0,0.0,0.0,0.0,0.0,technician,R2L,warezclient
15401,0,private,S0,0,0,0,0,0,0,134,1.0,1.0,0.0,0.0,0.04,255,6,0.02,0.06,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15405,0,finger,S0,0,0,0,0,0,0,286,1.0,1.0,0.0,0.0,0.04,255,12,0.05,0.09,1.0,1.0,0.0,0.0,admin,Dos,neptune
15406,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,143,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
15407,0,ecr_i,SF,1032,0,0,0,0,0,511,0.0,0.0,0.0,0.0,1.0,255,170,0.67,0.02,0.0,0.0,0.0,0.0,admin,Dos,smurf
15413,0,daytime,RSTO,0,0,0,0,0,0,255,0.0,0.0,1.0,1.0,0.03,255,8,0.03,0.06,0.0,0.0,1.0,1.0,admin,Dos,neptune
15415,0,private,REJ,0,0,0,0,0,0,260,0.03,0.0,0.94,1.0,0.0,255,1,0.0,0.97,0.04,0.0,0.92,1.0,admin,Probe,satan
15421,0,http,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,61,2,0.02,1.0,0.0,0.0,0.95,1.0,technician,Probe,ipsweep
15423,0,private,S0,0,0,0,0,0,0,242,1.0,1.0,0.0,0.0,0.05,255,9,0.04,0.08,1.0,1.0,0.0,0.0,admin,Dos,neptune
15425,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.82,0.0,0.0,0.82,1.0,technician,Probe,portsweep
15430,0,private,S0,0,0,0,0,0,0,198,1.0,1.0,0.0,0.0,0.07,255,13,0.05,0.05,1.0,1.0,0.0,0.0,technician,Dos,neptune
15431,0,ctf,S0,0,0,0,0,0,0,194,1.0,1.0,0.0,0.0,0.02,255,4,0.02,0.08,1.0,1.0,0.0,0.0,admin,Dos,neptune
15432,0,gopher,S0,0,0,0,0,0,0,250,1.0,1.0,0.0,0.0,0.08,255,20,0.08,0.05,1.0,1.0,0.0,0.0,admin,Dos,neptune
15434,0,private,S0,0,0,0,0,0,0,298,1.0,1.0,0.0,0.0,0.07,255,4,0.02,0.06,1.0,1.0,0.0,0.0,admin,Dos,neptune
15436,0,domain_u,SF,1,0,0,0,0,0,23,0.0,0.0,0.0,0.0,0.22,255,5,0.02,0.91,0.03,0.0,0.87,0.0,admin,Probe,satan
15437,0,private,REJ,0,0,0,0,0,0,255,0.0,0.0,1.0,1.0,0.04,255,9,0.04,0.07,0.0,0.0,1.0,1.0,admin,Dos,neptune
15439,0,private,S0,0,0,0,0,0,0,139,1.0,1.0,0.0,0.0,0.06,255,20,0.08,0.07,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15444,0,kshell,S0,0,0,0,0,0,0,148,1.0,1.0,0.0,0.0,0.12,255,18,0.07,0.06,1.0,1.0,0.0,0.0,technician,Dos,neptune
15447,0,netbios_ssn,REJ,0,0,0,0,0,0,112,0.0,0.0,1.0,1.0,0.1,255,11,0.04,0.09,0.0,0.0,1.0,1.0,technician,Dos,neptune
15450,0,auth,S0,0,0,0,0,0,0,230,1.0,1.0,0.0,0.0,0.01,255,3,0.01,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
15458,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,24,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
15461,0,private,S0,0,0,0,0,0,0,105,0.99,1.0,0.0,0.0,0.1,255,16,0.06,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
15462,0,http_443,S0,0,0,0,0,0,0,125,1.0,1.0,0.0,0.0,0.16,255,20,0.08,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
15463,0,imap4,S0,0,0,0,0,0,0,211,1.0,1.0,0.0,0.0,0.05,255,10,0.04,0.06,1.0,1.0,0.0,0.0,admin,Dos,neptune
15465,0,efs,REJ,0,0,0,0,0,0,70,0.0,0.0,1.0,1.0,0.03,255,2,0.01,0.07,0.0,0.0,1.0,1.0,technician,Dos,neptune
15470,0,login,S0,0,0,0,0,0,0,141,1.0,1.0,0.0,0.0,0.09,255,8,0.03,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
15476,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,102,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
15482,0,finger,RSTO,0,0,0,0,0,0,253,0.0,0.0,1.0,1.0,0.05,255,12,0.05,0.07,0.0,0.0,1.0,1.0,admin,Dos,neptune
15485,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,3,207,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
15490,0,private,S0,0,0,0,0,0,0,27,1.0,1.0,0.0,0.0,0.07,255,15,0.06,0.08,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15494,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,106,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
15508,0,private,S0,0,0,0,0,0,0,226,1.0,1.0,0.0,0.0,0.07,255,15,0.06,0.05,1.0,1.0,0.0,0.0,technician,Dos,neptune
15509,40423,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.42,0.0,0.0,0.83,1.0,superuser,Probe,portsweep
15512,0,other,SF,1,0,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,255,2,0.01,0.15,0.0,0.0,0.53,0.0,admin,Probe,satan
15525,0,time,RSTO,0,0,0,0,0,0,224,0.0,0.0,1.0,1.0,0.01,255,2,0.01,0.08,0.0,0.0,1.0,1.0,admin,Dos,neptune
15531,0,ftp_data,S0,0,0,0,0,0,0,189,1.0,1.0,0.0,0.0,0.02,255,4,0.02,0.07,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15533,0,gopher,S0,0,0,0,0,0,0,143,1.0,1.0,0.0,0.0,0.05,255,9,0.04,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
15536,0,private,S0,0,0,0,0,0,0,207,1.0,1.0,0.0,0.0,0.0,255,1,0.0,0.05,1.0,1.0,0.0,0.0,admin,Dos,neptune
15544,0,http,SF,54540,8314,0,1,1,0,4,0.0,0.0,0.0,0.0,1.0,67,67,1.0,0.0,0.0,0.0,0.18,0.18,technician,Dos,back
15545,0,private,S0,0,0,0,0,0,0,356,0.03,1.0,0.95,0.0,0.0,255,1,0.0,1.0,0.04,1.0,0.96,0.0,superuser,Probe,satan
15551,0,finger,S0,0,0,0,0,0,0,70,1.0,1.0,0.0,0.0,0.26,255,64,0.25,0.02,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15553,0,vmnet,S0,0,0,0,0,0,0,119,1.0,1.0,0.0,0.0,0.11,255,13,0.05,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
15554,0,uucp_path,S0,0,0,0,0,0,0,51,1.0,1.0,0.0,0.0,0.24,255,12,0.05,0.08,1.0,1.0,0.0,0.0,admin,Dos,neptune
15557,8795,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.74,0.0,0.0,1.0,1.0,technician,Probe,portsweep
15558,0,auth,S0,0,0,0,0,0,0,257,1.0,1.0,0.0,0.0,0.04,255,10,0.04,0.05,1.0,1.0,0.0,0.0,admin,Dos,neptune
15560,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,94,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
15564,0,nntp,S0,0,0,0,0,0,0,155,1.0,1.0,0.0,0.0,0.1,255,15,0.06,0.07,1.0,1.0,0.0,0.0,admin,Dos,neptune
15567,0,ecr_i,SF,1032,0,0,0,0,0,12,0.0,0.0,0.0,0.0,1.0,255,12,0.05,0.02,0.0,0.0,0.0,0.0,admin,Dos,smurf
15569,0,systat,S0,0,0,0,0,0,0,238,1.0,1.0,0.0,0.0,0.05,255,11,0.04,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
15574,0,klogin,S0,0,0,0,0,0,0,130,1.0,1.0,0.0,0.0,0.15,255,20,0.08,0.06,1.0,1.0,0.0,0.0,admin,Dos,neptune
15578,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,62,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
15590,0,efs,S0,0,0,0,0,0,0,107,1.0,1.0,0.0,0.0,0.02,255,2,0.01,0.06,1.0,1.0,0.0,0.0,admin,Dos,neptune
15594,0,ftp_data,S0,0,0,0,0,0,0,229,1.0,1.0,0.0,0.0,0.09,255,20,0.08,0.06,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15600,0,uucp_path,S0,0,0,0,0,0,0,231,1.0,1.0,0.0,0.0,0.06,255,14,0.05,0.07,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15607,0,nnsp,REJ,0,0,0,0,0,0,112,0.0,0.0,1.0,1.0,0.12,255,14,0.05,0.06,0.0,0.0,1.0,1.0,superuser,Dos,neptune
15608,0,discard,S0,0,0,0,0,0,0,209,1.0,1.0,0.0,0.0,0.08,255,16,0.06,0.07,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15609,0,telnet,S0,0,0,0,0,0,0,80,1.0,1.0,0.0,0.0,0.21,255,16,0.06,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
15612,0,netbios_ssn,REJ,0,0,0,0,0,0,238,0.0,0.0,1.0,1.0,0.01,255,2,0.01,0.07,0.0,0.0,1.0,1.0,superuser,Dos,neptune
15615,0,private,REJ,0,0,0,0,0,0,20,0.0,0.0,0.95,1.0,0.05,138,1,0.01,0.25,0.0,0.0,0.16,1.0,admin,Probe,satan
15619,0,netbios_ns,S0,0,0,0,0,0,0,93,1.0,1.0,0.0,0.0,0.02,255,2,0.01,0.05,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15621,0,efs,REJ,0,0,0,0,0,0,113,0.0,0.0,1.0,1.0,0.14,255,16,0.06,0.06,0.0,0.0,1.0,1.0,technician,Dos,neptune
15628,0,telnet,S0,0,0,0,0,0,0,22,1.0,1.0,0.0,0.0,0.59,255,53,0.21,0.04,1.0,1.0,0.0,0.0,technician,Dos,neptune
15629,0,domain,S0,0,0,0,0,0,0,278,1.0,1.0,0.0,0.0,0.01,255,2,0.01,0.07,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15634,0,nnsp,REJ,0,0,0,0,0,0,118,0.0,0.0,1.0,1.0,0.11,255,13,0.05,0.07,0.0,0.0,1.0,1.0,technician,Dos,neptune
15636,0,imap4,S0,0,0,0,0,0,0,275,1.0,1.0,0.0,0.0,0.03,255,8,0.03,0.06,1.0,1.0,0.0,0.0,technician,Dos,neptune
15637,0,private,S0,0,0,0,0,0,0,300,1.0,1.0,0.0,0.0,0.02,255,2,0.01,0.07,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15649,0,private,S0,0,0,0,0,0,0,179,1.0,1.0,0.0,0.0,0.07,255,13,0.05,0.07,1.0,1.0,0.0,0.0,superuser,Dos,neptune
15650,0,private,S0,0,0,0,0,0,0,215,1.0,1.0,0.0,0.0,0.05,255,6,0.02,0.08,1.0,1.0,0.0,0.0,technician,Dos,neptune
15652,0,uucp,S0,0,0,0,0,0,0,117,1.0,1.0,0.0,0.0,0.16,255,19,0.07,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
15653,0,login,S0,0,0,0,0,0,0,120,1.0,1.0,0.0,0.0,0.04,255,16,0.06,0.07,1.0,1.0,0.0,0.0,technician,Dos,neptune
15658,0,private,S0,0,0,0,0,0,0,178,1.0,1.0,0.0,0.0,0.01,255,19,0.07,0.06,1.0,1.0,0.0,0.0,admin,Dos,neptune
15661,0,private,RSTO,0,0,0,0,0,0,115,0.0,0.0,1.0,1.0,0.1,255,12,0.05,0.06,0.0,0.0,1.0,1.0,admin,Dos,neptune
15665,0,telnet,S0,0,0,0,0,0,0,67,1.0,1.0,0.0,0.0,0.25,255,44,0.17,0.04,1.0,1.0,0.0,0.0,technician,Dos,neptune
